YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"PRODN PRACTICE","AREA HARVESTED in ACRES","AREA PLANTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE"
2002,"MINNESOTA, NORTH CENTRAL, HUBBARD",27,20,057,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","2,600","2,700","130,000",50
2002,"MINNESOTA, NORTH CENTRAL, KOOCHICHING",27,20,071,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","1,200","1,200","34,800",29
2002,"MINNESOTA, NORTH CENTRAL, OTHER (COMBINED) COUNTIES",27,20,"   ",YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES",800,800,"30,400",38
2002,"MINNESOTA, NORTHWEST, BECKER",27,10,005,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","82,400","84,600","2,801,600",34
2002,"MINNESOTA, NORTHWEST, CLAY",27,10,027,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","156,800","158,300","5,488,000",35
2002,"MINNESOTA, NORTHWEST, CLEARWATER",27,10,029,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","4,300","4,600","141,900",33
2002,"MINNESOTA, NORTHWEST, KITTSON",27,10,069,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","67,200","68,200","2,284,800",34
2002,"MINNESOTA, NORTHWEST, MAHNOMEN",27,10,087,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","46,400","49,700","1,345,600",29
2002,"MINNESOTA, NORTHWEST, MARSHALL",27,10,089,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","121,900","126,900","4,144,600",34
2002,"MINNESOTA, NORTHWEST, NORMAN",27,10,107,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","142,400","154,500","4,414,400",31
2002,"MINNESOTA, NORTHWEST, PENNINGTON",27,10,113,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","65,200","66,200","1,956,000",30
2002,"MINNESOTA, NORTHWEST, POLK",27,10,119,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","223,300","233,200","7,368,900",33
2002,"MINNESOTA, NORTHWEST, RED LAKE",27,10,125,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","58,100","60,400","1,743,000",30
2002,"MINNESOTA, NORTHWEST, ROSEAU",27,10,135,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","10,600","11,400","349,800",33
2002,"MINNESOTA, SOUTH CENTRAL, BLUE EARTH",27,80,013,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","168,000","169,200","8,400,000",50
2002,"MINNESOTA, SOUTH CENTRAL, BROWN",27,80,015,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","135,300","136,300","6,088,500",45
2002,"MINNESOTA, SOUTH CENTRAL, FARIBAULT",27,80,043,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","167,100","168,500","8,355,000",50
2002,"MINNESOTA, SOUTH CENTRAL, FREEBORN",27,80,047,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","154,800","156,000","7,894,800",51
2002,"MINNESOTA, SOUTH CENTRAL, LE SUEUR",27,80,079,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","84,400","85,100","3,966,800",47
2002,"MINNESOTA, SOUTH CENTRAL, MARTIN",27,80,091,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","183,000","184,400","8,967,000",49
2002,"MINNESOTA, SOUTH CENTRAL, NICOLLET",27,80,103,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","96,200","97,500","4,425,200",46
2002,"MINNESOTA, SOUTH CENTRAL, RICE",27,80,131,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","67,000","67,500","3,283,000",49
2002,"MINNESOTA, SOUTH CENTRAL, STEELE",27,80,147,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","86,400","87,000","4,406,400",51
2002,"MINNESOTA, SOUTH CENTRAL, WASECA",27,80,161,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","96,200","97,000","4,906,200",51
2002,"MINNESOTA, SOUTH CENTRAL, WATONWAN",27,80,165,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","113,100","114,000","5,428,800",48
2002,"MINNESOTA, SOUTHEAST, DAKOTA",27,90,037,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","67,700","68,400","3,181,900",47
2002,"MINNESOTA, SOUTHEAST, DODGE",27,90,039,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","91,600","92,500","4,763,200",52
2002,"MINNESOTA, SOUTHEAST, FILLMORE",27,90,045,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","96,800","97,500","4,936,800",51
2002,"MINNESOTA, SOUTHEAST, GOODHUE",27,90,049,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","91,600","92,800","4,580,000",50
2002,"MINNESOTA, SOUTHEAST, HOUSTON",27,90,055,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","25,100","25,300","1,255,000",50
2002,"MINNESOTA, SOUTHEAST, MOWER",27,90,099,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","164,700","165,900","8,564,400",52
2002,"MINNESOTA, SOUTHEAST, OLMSTED",27,90,109,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","73,000","73,500","3,796,000",52
2002,"MINNESOTA, SOUTHEAST, WABASHA",27,90,157,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","35,000","35,400","1,820,000",52
2002,"MINNESOTA, SOUTHEAST, WINONA",27,90,169,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","26,400","26,600","1,425,600",54
2002,"MINNESOTA, SOUTHWEST, COTTONWOOD",27,70,033,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","158,200","159,500","7,435,400",47
2002,"MINNESOTA, SOUTHWEST, JACKSON",27,70,063,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","167,700","169,000","7,714,200",46
2002,"MINNESOTA, SOUTHWEST, LINCOLN",27,70,081,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","98,400","99,200","3,936,000",40
2002,"MINNESOTA, SOUTHWEST, LYON",27,70,083,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","167,000","168,300","7,348,000",44
2002,"MINNESOTA, SOUTHWEST, MURRAY",27,70,101,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","166,000","167,400","7,470,000",45
2002,"MINNESOTA, SOUTHWEST, NOBLES",27,70,105,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","185,300","186,800","8,153,200",44
2002,"MINNESOTA, SOUTHWEST, PIPESTONE",27,70,117,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","92,900","94,400","3,994,700",43
2002,"MINNESOTA, SOUTHWEST, REDWOOD",27,70,127,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","221,800","223,500","9,759,200",44
2002,"MINNESOTA, SOUTHWEST, ROCK",27,70,133,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","119,700","120,600","5,266,800",44
2002,"MINNESOTA, WEST CENTRAL, BIG STONE",27,40,011,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","114,900","116,200","4,481,100",39
2002,"MINNESOTA, WEST CENTRAL, CHIPPEWA",27,40,023,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","121,800","122,800","5,481,000",45
2002,"MINNESOTA, WEST CENTRAL, DOUGLAS",27,40,041,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","71,600","72,200","2,720,800",38
2002,"MINNESOTA, WEST CENTRAL, GRANT",27,40,051,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","125,200","126,700","5,008,000",40
2002,"MINNESOTA, WEST CENTRAL, LAC QUI PARLE",27,40,073,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","175,000","176,400","7,175,000",41
2002,"MINNESOTA, WEST CENTRAL, OTTER TAIL",27,40,111,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","127,700","128,800","4,469,500",35
2002,"MINNESOTA, WEST CENTRAL, POPE",27,40,121,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","87,300","88,700","3,579,300",41
2002,"MINNESOTA, WEST CENTRAL, STEVENS",27,40,149,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","135,200","136,300","5,813,600",43
2002,"MINNESOTA, WEST CENTRAL, SWIFT",27,40,151,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","148,700","151,400","6,245,400",42
2002,"MINNESOTA, WEST CENTRAL, TRAVERSE",27,40,155,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","144,300","145,800","5,772,000",40
2002,"MINNESOTA, WEST CENTRAL, WILKIN",27,40,167,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","139,800","141,000","5,172,600",37
2002,"MINNESOTA, WEST CENTRAL, YELLOW MEDICINE",27,40,173,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","180,900","182,500","7,597,800",42
2003,"ILLINOIS, CENTRAL, DE WITT",17,40,039,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","94,800","95,000","3,792,000",40
2003,"ILLINOIS, CENTRAL, LOGAN",17,40,107,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","153,700","154,000","6,301,700",41
2003,"ILLINOIS, CENTRAL, MACON",17,40,115,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","135,800","136,000","5,975,200",44
2003,"ILLINOIS, CENTRAL, MARSHALL",17,40,123,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","76,900","77,000","2,691,500",35
2003,"ILLINOIS, CENTRAL, MASON",17,40,125,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","94,900","95,000","3,985,800",42
2003,"ILLINOIS, CENTRAL, MCLEAN",17,40,113,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","289,600","290,000","10,425,600",36
2003,"ILLINOIS, CENTRAL, MENARD",17,40,129,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","71,900","72,000","3,163,600",44
2003,"ILLINOIS, CENTRAL, PEORIA",17,40,143,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","85,900","86,000","3,350,100",39
2003,"ILLINOIS, CENTRAL, STARK",17,40,175,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","69,900","70,000","2,516,400",36
2003,"ILLINOIS, CENTRAL, TAZEWELL",17,40,179,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","120,800","121,000","4,711,200",39
2003,"ILLINOIS, CENTRAL, WOODFORD",17,40,203,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","120,800","121,000","4,348,800",36
2003,"ILLINOIS, EAST SOUTHEAST, CLARK",17,70,023,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","100,000","104,000","4,200,000",42
2003,"ILLINOIS, EAST SOUTHEAST, CLAY",17,70,025,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","121,600","122,000","4,256,000",35
2003,"ILLINOIS, EAST SOUTHEAST, COLES",17,70,029,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","111,800","112,000","5,254,600",47
2003,"ILLINOIS, EAST SOUTHEAST, CRAWFORD",17,70,033,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","87,100","88,000","3,484,000",40
2003,"ILLINOIS, EAST SOUTHEAST, CUMBERLAND",17,70,035,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","67,800","68,000","2,915,400",43
2003,"ILLINOIS, EAST SOUTHEAST, DOUGLAS",17,70,041,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","117,800","118,000","5,065,400",43
2003,"ILLINOIS, EAST SOUTHEAST, EDGAR",17,70,045,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","149,500","150,000","6,428,500",43
2003,"ILLINOIS, EAST SOUTHEAST, EFFINGHAM",17,70,049,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","103,800","104,000","4,152,000",40
2003,"ILLINOIS, EAST SOUTHEAST, FAYETTE",17,70,051,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","142,500","143,000","4,702,500",33
2003,"ILLINOIS, EAST SOUTHEAST, JASPER",17,70,079,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","115,900","116,000","4,751,900",41
2003,"ILLINOIS, EAST SOUTHEAST, LAWRENCE",17,70,101,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","85,400","86,000","3,586,800",42
2003,"ILLINOIS, EAST SOUTHEAST, MARION",17,70,121,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","103,600","104,000","2,900,800",28
2003,"ILLINOIS, EAST SOUTHEAST, MOULTRIE",17,70,139,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","78,800","79,000","3,624,800",46
2003,"ILLINOIS, EAST SOUTHEAST, RICHLAND",17,70,159,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","110,700","111,000","4,206,600",38
2003,"ILLINOIS, EAST SOUTHEAST, SHELBY",17,70,173,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","159,700","160,000","6,707,400",42
2003,"ILLINOIS, EAST, CHAMPAIGN",17,50,019,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","253,400","254,000","9,629,200",38
2003,"ILLINOIS, EAST, FORD",17,50,053,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","133,700","134,000","4,144,700",31
2003,"ILLINOIS, EAST, IROQUOIS",17,50,075,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","277,300","278,000","8,319,000",30
2003,"ILLINOIS, EAST, KANKAKEE",17,50,091,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","134,600","135,000","4,441,800",33
2003,"ILLINOIS, EAST, LIVINGSTON",17,50,105,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","279,100","280,000","8,652,100",31
2003,"ILLINOIS, EAST, PIATT",17,50,147,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","122,400","123,000","5,018,400",41
2003,"ILLINOIS, EAST, VERMILION",17,50,183,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","205,500","206,000","7,603,500",37
2003,"ILLINOIS, NORTHEAST, BOONE",17,20,007,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","52,900","53,000","1,428,300",27
2003,"ILLINOIS, NORTHEAST, COOK",17,20,031,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","4,900","5,000","151,900",31
2003,"ILLINOIS, NORTHEAST, DE KALB",17,20,037,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","130,300","131,000","4,560,500",35
2003,"ILLINOIS, NORTHEAST, DU PAGE",17,20,043,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","2,900","3,000","104,400",36
2003,"ILLINOIS, NORTHEAST, GRUNDY",17,20,063,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","91,900","92,000","3,400,300",37
2003,"ILLINOIS, NORTHEAST, KANE",17,20,089,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","67,900","68,000","2,444,400",36
2003,"ILLINOIS, NORTHEAST, KENDALL",17,20,093,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","68,100","69,000","2,383,500",35
2003,"ILLINOIS, NORTHEAST, LA SALLE",17,20,099,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","247,400","250,000","8,411,600",34
2003,"ILLINOIS, NORTHEAST, LAKE",17,20,097,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","12,900","13,000","296,700",23
2003,"ILLINOIS, NORTHEAST, MCHENRY",17,20,111,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","73,900","74,000","2,143,100",29
2003,"ILLINOIS, NORTHEAST, WILL",17,20,197,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","106,900","107,000","3,848,400",36
2003,"ILLINOIS, NORTHWEST, BUREAU",17,10,011,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","163,200","164,000","6,038,400",37
2003,"ILLINOIS, NORTHWEST, CARROLL",17,10,015,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","55,900","56,000","1,956,500",35
2003,"ILLINOIS, NORTHWEST, HENRY",17,10,073,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","173,300","174,000","5,718,900",33
2003,"ILLINOIS, NORTHWEST, JO DAVIESS",17,10,085,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","45,900","46,000","1,193,400",26
2003,"ILLINOIS, NORTHWEST, LEE",17,10,103,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","129,700","130,000","3,891,000",30
2003,"ILLINOIS, NORTHWEST, MERCER",17,10,131,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","103,800","104,000","3,633,000",35
2003,"ILLINOIS, NORTHWEST, OGLE",17,10,141,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","112,900","114,000","3,048,300",27
2003,"ILLINOIS, NORTHWEST, PUTNAM",17,10,155,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","26,900","27,000","968,400",36
2003,"ILLINOIS, NORTHWEST, ROCK ISLAND",17,10,161,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","52,900","53,000","1,904,400",36
2003,"ILLINOIS, NORTHWEST, STEPHENSON",17,10,177,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","96,800","97,000","2,516,800",26
2003,"ILLINOIS, NORTHWEST, WHITESIDE",17,10,195,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","111,800","112,000","3,913,000",35
2003,"ILLINOIS, NORTHWEST, WINNEBAGO",17,10,201,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","60,900","61,000","1,583,400",26
2003,"ILLINOIS, SOUTHEAST, EDWARDS",17,90,047,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","42,800","43,000","1,412,400",33
2003,"ILLINOIS, SOUTHEAST, FRANKLIN",17,90,055,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","73,700","74,000","2,063,600",28
2003,"ILLINOIS, SOUTHEAST, GALLATIN",17,90,059,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","62,700","63,000","2,382,600",38
2003,"ILLINOIS, SOUTHEAST, HAMILTON",17,90,065,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","78,800","79,000","2,048,800",26
2003,"ILLINOIS, SOUTHEAST, HARDIN",17,90,069,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","6,800","7,000","265,200",39
2003,"ILLINOIS, SOUTHEAST, JEFFERSON",17,90,081,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","81,800","82,000","1,963,200",24
2003,"ILLINOIS, SOUTHEAST, MASSAC",17,90,127,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","38,900","39,000","1,594,900",41
2003,"ILLINOIS, SOUTHEAST, POPE",17,90,151,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","10,300","11,000","329,600",32
2003,"ILLINOIS, SOUTHEAST, SALINE",17,90,165,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","52,900","53,000","2,010,200",38
2003,"ILLINOIS, SOUTHEAST, WABASH",17,90,185,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","54,000","57,000","1,836,000",34
2003,"ILLINOIS, SOUTHEAST, WAYNE",17,90,191,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","132,500","133,000","3,577,500",27
2003,"ILLINOIS, SOUTHEAST, WHITE",17,90,193,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","105,800","107,000","3,491,400",33
2003,"ILLINOIS, SOUTHWEST, ALEXANDER",17,80,003,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","36,900","37,000","1,402,200",38
2003,"ILLINOIS, SOUTHWEST, CLINTON",17,80,027,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","107,800","108,000","3,557,400",33
2003,"ILLINOIS, SOUTHWEST, JACKSON",17,80,077,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","78,700","79,000","2,754,500",35
2003,"ILLINOIS, SOUTHWEST, JOHNSON",17,80,087,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","13,900","14,000","597,700",43
2003,"ILLINOIS, SOUTHWEST, MONROE",17,80,133,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","74,800","75,000","2,618,000",35
2003,"ILLINOIS, SOUTHWEST, PERRY",17,80,145,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","90,900","91,000","2,454,300",27
2003,"ILLINOIS, SOUTHWEST, PULASKI",17,80,153,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","33,900","34,000","1,220,400",36
2003,"ILLINOIS, SOUTHWEST, RANDOLPH",17,80,157,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","103,600","104,000","3,004,400",29
2003,"ILLINOIS, SOUTHWEST, ST CLAIR",17,80,163,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","117,200","118,000","3,984,800",34
2003,"ILLINOIS, SOUTHWEST, UNION",17,80,181,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","29,700","30,000","1,069,200",36
2003,"ILLINOIS, SOUTHWEST, WASHINGTON",17,80,189,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","154,700","155,000","5,105,100",33
2003,"ILLINOIS, SOUTHWEST, WILLIAMSON",17,80,199,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","21,900","22,000","744,600",34
2003,"ILLINOIS, WEST SOUTHWEST, BOND",17,60,005,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","84,900","85,000","2,716,800",32
2003,"ILLINOIS, WEST SOUTHWEST, CALHOUN",17,60,013,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","20,900","21,000","836,000",40
2003,"ILLINOIS, WEST SOUTHWEST, CASS",17,60,017,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","57,900","58,000","2,605,500",45
2003,"ILLINOIS, WEST SOUTHWEST, CHRISTIAN",17,60,021,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","165,700","167,000","7,622,200",46
2003,"ILLINOIS, WEST SOUTHWEST, GREENE",17,60,061,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","104,800","105,000","4,716,000",45
2003,"ILLINOIS, WEST SOUTHWEST, JERSEY",17,60,083,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","55,900","56,000","2,180,100",39
2003,"ILLINOIS, WEST SOUTHWEST, MACOUPIN",17,60,117,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","153,700","154,000","6,609,100",43
2003,"ILLINOIS, WEST SOUTHWEST, MADISON",17,60,119,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","124,800","125,000","4,617,600",37
2003,"ILLINOIS, WEST SOUTHWEST, MONTGOMERY",17,60,135,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","147,200","148,000","5,888,000",40
2003,"ILLINOIS, WEST SOUTHWEST, MORGAN",17,60,137,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","118,800","119,000","5,702,400",48
2003,"ILLINOIS, WEST SOUTHWEST, PIKE",17,60,149,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","104,800","105,000","4,506,400",43
2003,"ILLINOIS, WEST SOUTHWEST, SANGAMON",17,60,167,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","171,700","172,000","8,241,600",48
2003,"ILLINOIS, WEST SOUTHWEST, SCOTT",17,60,171,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","44,900","45,000","2,065,400",46
2003,"ILLINOIS, WEST, ADAMS",17,30,001,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","122,700","123,000","5,398,800",44
2003,"ILLINOIS, WEST, BROWN",17,30,009,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","38,900","39,000","1,594,900",41
2003,"ILLINOIS, WEST, FULTON",17,30,057,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","119,700","120,000","4,907,700",41
2003,"ILLINOIS, WEST, HANCOCK",17,30,067,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","152,700","153,000","6,566,100",43
2003,"ILLINOIS, WEST, HENDERSON",17,30,071,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","62,900","63,000","2,390,200",38
2003,"ILLINOIS, WEST, KNOX",17,30,095,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","133,700","134,000","5,214,300",39
2003,"ILLINOIS, WEST, MCDONOUGH",17,30,109,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","118,800","119,000","5,227,200",44
2003,"ILLINOIS, WEST, SCHUYLER",17,30,169,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","55,900","56,000","2,403,700",43
2003,"ILLINOIS, WEST, WARREN",17,30,187,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","122,700","123,000","5,276,100",43
2003,"IOWA, CENTRAL, BOONE",19,50,015,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","124,300","125,000","4,331,000",34.8
2003,"IOWA, CENTRAL, DALLAS",19,50,049,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","118,500","119,000","3,808,000",32.1
2003,"IOWA, CENTRAL, GRUNDY",19,50,075,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","139,400","140,000","5,113,000",36.7
2003,"IOWA, CENTRAL, HAMILTON",19,50,079,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","138,400","139,000","4,755,000",34.4
2003,"IOWA, CENTRAL, HARDIN",19,50,083,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","122,300","123,000","4,132,000",33.8
2003,"IOWA, CENTRAL, JASPER",19,50,099,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","139,400","140,000","4,490,000",32.2
2003,"IOWA, CENTRAL, MARSHALL",19,50,127,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","126,500","127,000","4,089,000",32.3
2003,"IOWA, CENTRAL, POLK",19,50,153,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","80,700","81,000","2,626,000",32.5
2003,"IOWA, CENTRAL, POWESHIEK",19,50,157,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","115,500","116,000","3,655,000",31.6
2003,"IOWA, CENTRAL, STORY",19,50,169,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","127,500","128,000","4,099,000",32.1
2003,"IOWA, CENTRAL, TAMA",19,50,171,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","142,400","143,000","4,449,000",31.2
2003,"IOWA, CENTRAL, WEBSTER",19,50,187,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","175,100","176,000","6,193,000",35.4
2003,"IOWA, EAST CENTRAL, BENTON",19,60,011,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","164,400","165,000","4,862,000",29.6
2003,"IOWA, EAST CENTRAL, CEDAR",19,60,031,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","118,500","119,000","4,294,000",36.2
2003,"IOWA, EAST CENTRAL, CLINTON",19,60,045,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","119,500","120,000","3,859,000",32.3
2003,"IOWA, EAST CENTRAL, IOWA",19,60,095,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","93,600","94,000","2,909,000",31.1
