YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"WEEK ENDING","PROGRESS in PCT PLANTED","PROGRESS, 5 YEAR AVG in PCT PLANTED","PROGRESS, PREVIOUS YEAR in PCT PLANTED","PROGRESS in PCT EMERGED","PROGRESS, 5 YEAR AVG in PCT EMERGED","PROGRESS, PREVIOUS YEAR in PCT EMERGED","PROGRESS in PCT BLOOMING","PROGRESS, 5 YEAR AVG in PCT BLOOMING","PROGRESS, PREVIOUS YEAR in PCT BLOOMING","PROGRESS in PCT SETTING PODS","PROGRESS, 5 YEAR AVG in PCT SETTING PODS","PROGRESS, PREVIOUS YEAR in PCT SETTING PODS","PROGRESS in PCT COLORING","PROGRESS, 5 YEAR AVG in PCT COLORING","PROGRESS, PREVIOUS YEAR in PCT COLORING","PROGRESS in PCT DROPPING LEAVES","PROGRESS, 5 YEAR AVG in PCT DROPPING LEAVES","PROGRESS, PREVIOUS YEAR in PCT DROPPING LEAVES","PROGRESS in PCT HARVESTED","PROGRESS, 5 YEAR AVG in PCT HARVESTED","PROGRESS, PREVIOUS YEAR in PCT HARVESTED","PROGRESS in PCT MATURE","PROGRESS, PREVIOUS YEAR in PCT MATURE"
1990,MISSISSIPPI,28,"  ","   ","WEEK #30",SOYBEANS,1990-07-29," "," "," "," "," "," ",53,43," ",18,18," "," "," "," "," "," "," "," "," "," "," "," "
1990,MISSISSIPPI,28,"  ","   ","WEEK #31",SOYBEANS,1990-08-05," "," "," "," "," "," ",57,56," ",30,27," "," "," "," "," "," "," "," "," "," "," "," "
1990,MISSISSIPPI,28,"  ","   ","WEEK #32",SOYBEANS,1990-08-12," "," "," "," "," "," ",70,67," ",47,36," "," "," "," "," "," "," "," "," "," "," "," "
1990,MISSISSIPPI,28,"  ","   ","WEEK #33",SOYBEANS,1990-08-19," "," "," "," "," "," ",81,76," ",57,50," "," "," "," "," "," "," "," "," "," "," "," "
1990,MISSISSIPPI,28,"  ","   ","WEEK #34",SOYBEANS,1990-08-26," "," "," "," "," "," ",91,86," ",71,62," "," "," "," "," "," "," "," "," "," "," "," "
1990,MISSISSIPPI,28,"  ","   ","WEEK #35",SOYBEANS,1990-09-02," "," "," "," "," "," "," "," "," ",80,76," "," "," "," ",8," "," "," "," "," "," "," "
1990,MISSISSIPPI,28,"  ","   ","WEEK #36",SOYBEANS,1990-09-09," "," "," "," "," "," "," "," "," ",90,85," "," "," "," ",16,12," "," "," "," "," "," "
1990,MISSISSIPPI,28,"  ","   ","WEEK #37",SOYBEANS,1990-09-16," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",19,20," ",2," "," "," "," "
1990,MISSISSIPPI,28,"  ","   ","WEEK #38",SOYBEANS,1990-09-23," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",28,32," ",6,4," "," "," "
1990,MISSISSIPPI,28,"  ","   ","WEEK #39",SOYBEANS,1990-09-30," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",43,46," ",11,8," "," "," "
1990,MISSISSIPPI,28,"  ","   ","WEEK #40",SOYBEANS,1990-10-07," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",47,61," ",13,15," "," "," "
1990,MISSISSIPPI,28,"  ","   ","WEEK #41",SOYBEANS,1990-10-14," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",66,77," ",24,24," "," "," "
1990,MISSISSIPPI,28,"  ","   ","WEEK #42",SOYBEANS,1990-10-21," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",81,88," ",42,34," "," "," "
1990,MISSISSIPPI,28,"  ","   ","WEEK #43",SOYBEANS,1990-10-28," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",51,45," "," "," "
1990,MISSISSIPPI,28,"  ","   ","WEEK #44",SOYBEANS,1990-11-04," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",61,56," "," "," "
1990,MISSISSIPPI,28,"  ","   ","WEEK #45",SOYBEANS,1990-11-11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",78,67," "," "," "
1990,MISSISSIPPI,28,"  ","   ","WEEK #46",SOYBEANS,1990-11-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",88,79," "," "," "
1990,MISSISSIPPI,28,"  ","   ","WEEK #47",SOYBEANS,1990-11-25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",94,86," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #19",SOYBEANS,1991-05-12,25,33," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #20",SOYBEANS,1991-05-19,55,56," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #21",SOYBEANS,1991-05-26,70,68," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #22",SOYBEANS,1991-06-02,85,80," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #23",SOYBEANS,1991-06-09,96,89," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #24",SOYBEANS,1991-06-16,99,94," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #25",SOYBEANS,1991-06-23,100,98," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #26",SOYBEANS,1991-06-30,100,99," "," "," "," ",48,20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #27",SOYBEANS,1991-07-07,100,100," "," "," "," ",68,37," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #28",SOYBEANS,1991-07-14," "," "," "," "," "," ",81,57," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #29",SOYBEANS,1991-07-21," "," "," "," "," "," ",91,72," ",60,32," "," "," "," "," "," "," "," "," "," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #30",SOYBEANS,1991-07-28," "," "," "," "," "," ",95,83," ",76,49," "," "," "," "," "," "," "," "," "," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #31",SOYBEANS,1991-08-04," "," "," "," "," "," ",100,90," ",85,67," "," "," "," "," "," "," "," "," "," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #32",SOYBEANS,1991-08-11," "," "," "," "," "," ",100,96," ",93,83," "," "," "," "," "," "," "," "," "," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #33",SOYBEANS,1991-08-18," "," "," "," "," "," ",100,99," ",100,90," "," "," "," "," "," "," "," "," "," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #34",SOYBEANS,1991-08-25," "," "," "," "," "," "," "," "," ",100,96," "," "," "," ",12,4," "," "," "," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #35",SOYBEANS,1991-09-01," "," "," "," "," "," "," "," "," ",100,98," "," "," "," ",25,12," "," "," "," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #36",SOYBEANS,1991-09-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",37,27," "," "," "," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #37",SOYBEANS,1991-09-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",59,44," "," "," "," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #38",SOYBEANS,1991-09-22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",75,64," ",25,15," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #39",SOYBEANS,1991-09-29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",94,84," ",48,30," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #40",SOYBEANS,1991-10-06," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",99,93," ",72,47," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #41",SOYBEANS,1991-10-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",100,97," ",84,64," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #42",SOYBEANS,1991-10-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",100,99," ",95,78," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #43",SOYBEANS,1991-10-27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",98,90," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #44",SOYBEANS,1991-11-03," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",99,97," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #45",SOYBEANS,1991-11-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",99,98," "," "," "
1991,ILLINOIS,17,"  ","   ","WEEK #46",SOYBEANS,1991-11-17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",100,99," "," "," "
1991,IOWA,19,"  ","   ","WEEK #19",SOYBEANS,1991-05-12,4,20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,IOWA,19,"  ","   ","WEEK #20",SOYBEANS,1991-05-19,14,44," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,IOWA,19,"  ","   ","WEEK #21",SOYBEANS,1991-05-26,28,64," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,IOWA,19,"  ","   ","WEEK #22",SOYBEANS,1991-06-02,50,82," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,IOWA,19,"  ","   ","WEEK #23",SOYBEANS,1991-06-09,75,93," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,IOWA,19,"  ","   ","WEEK #24",SOYBEANS,1991-06-16,90,98," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,IOWA,19,"  ","   ","WEEK #25",SOYBEANS,1991-06-23,99,99," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,IOWA,19,"  ","   ","WEEK #26",SOYBEANS,1991-06-30,100,100," "," "," "," "," ",10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,IOWA,19,"  ","   ","WEEK #27",SOYBEANS,1991-07-07,100,100," "," "," "," ",20,27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,IOWA,19,"  ","   ","WEEK #28",SOYBEANS,1991-07-14," "," "," "," "," "," ",36,50," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,IOWA,19,"  ","   ","WEEK #29",SOYBEANS,1991-07-21," "," "," "," "," "," ",60,73," ",28,27," "," "," "," "," "," "," "," "," "," "," "," "
1991,IOWA,19,"  ","   ","WEEK #30",SOYBEANS,1991-07-28," "," "," "," "," "," ",74,87," ",40,48," "," "," "," "," "," "," "," "," "," "," "," "
1991,IOWA,19,"  ","   ","WEEK #31",SOYBEANS,1991-08-04," "," "," "," "," "," ",87,95," ",56,70," "," "," "," "," "," "," "," "," "," "," "," "
1991,IOWA,19,"  ","   ","WEEK #32",SOYBEANS,1991-08-11," "," "," "," "," "," ",95,98," ",75,87," "," "," "," "," "," "," "," "," "," "," "," "
1991,IOWA,19,"  ","   ","WEEK #33",SOYBEANS,1991-08-18," "," "," "," "," "," ",99,100," ",90,96," "," "," "," "," "," "," "," "," "," "," "," "
1991,IOWA,19,"  ","   ","WEEK #34",SOYBEANS,1991-08-25," "," "," "," "," "," "," "," "," ",94,99," "," "," "," "," ",1," "," "," "," "," "," "
1991,IOWA,19,"  ","   ","WEEK #35",SOYBEANS,1991-09-01," "," "," "," "," "," "," "," "," ",98,100," "," "," "," ",5,10," "," "," "," "," "," "
1991,IOWA,19,"  ","   ","WEEK #36",SOYBEANS,1991-09-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12,21," "," "," "," "," "," "
1991,IOWA,19,"  ","   ","WEEK #37",SOYBEANS,1991-09-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",30,39," "," "," "," "," "," "
1991,IOWA,19,"  ","   ","WEEK #38",SOYBEANS,1991-09-22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",47,66," ",4,6," "," "," "
1991,IOWA,19,"  ","   ","WEEK #39",SOYBEANS,1991-09-29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",85,89," ",17,23," "," "," "
1991,IOWA,19,"  ","   ","WEEK #40",SOYBEANS,1991-10-06," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,97," ",33,53," "," "," "
1991,IOWA,19,"  ","   ","WEEK #41",SOYBEANS,1991-10-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",100,100," ",67,73," "," "," "
1991,IOWA,19,"  ","   ","WEEK #42",SOYBEANS,1991-10-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",100,100," ",92,86," "," "," "
1991,IOWA,19,"  ","   ","WEEK #43",SOYBEANS,1991-10-27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",98,94," "," "," "
1991,IOWA,19,"  ","   ","WEEK #44",SOYBEANS,1991-11-03," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",100,97," "," "," "
1991,IOWA,19,"  ","   ","WEEK #45",SOYBEANS,1991-11-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",100,98," "," "," "
1991,IOWA,19,"  ","   ","WEEK #46",SOYBEANS,1991-11-17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",100,99," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #19",SOYBEANS,1991-05-12,2,10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #20",SOYBEANS,1991-05-19,4,20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #21",SOYBEANS,1991-05-26,7,29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #22",SOYBEANS,1991-06-02,11,41," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #23",SOYBEANS,1991-06-09,17,52," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #24",SOYBEANS,1991-06-16,41,65," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #25",SOYBEANS,1991-06-23,67,75," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #26",SOYBEANS,1991-06-30,74,84," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #27",SOYBEANS,1991-07-07,89,89," "," "," "," ",9,8," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #28",SOYBEANS,1991-07-14," "," "," "," "," "," ",15,17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #29",SOYBEANS,1991-07-21," "," "," "," "," "," ",18,27," ",8,10," "," "," "," "," "," "," "," "," "," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #30",SOYBEANS,1991-07-28," "," "," "," "," "," ",38,41," ",17,17," "," "," "," "," "," "," "," "," "," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #31",SOYBEANS,1991-08-04," "," "," "," "," "," ",46,52," ",24,25," "," "," "," "," "," "," "," "," "," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #32",SOYBEANS,1991-08-11," "," "," "," "," "," ",62,64," ",32,37," "," "," "," "," "," "," "," "," "," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #33",SOYBEANS,1991-08-18," "," "," "," "," "," ",69,76," ",37,51," "," "," "," "," "," "," "," "," "," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #34",SOYBEANS,1991-08-25," "," "," "," "," "," "," "," "," ",51,62," "," "," "," "," "," "," "," "," "," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #35",SOYBEANS,1991-09-01," "," "," "," "," "," "," "," "," ",72,73," "," "," "," ",1,8," "," "," "," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #36",SOYBEANS,1991-09-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",2,14," "," "," "," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #37",SOYBEANS,1991-09-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",6,21," "," "," "," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #38",SOYBEANS,1991-09-22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",9,32," ",1,4," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #39",SOYBEANS,1991-09-29," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",26,46," ",4,9," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #40",SOYBEANS,1991-10-06," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",45,57," ",8,14," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #41",SOYBEANS,1991-10-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",61,74," ",18,25," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #42",SOYBEANS,1991-10-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",82,87," ",28,37," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #43",SOYBEANS,1991-10-27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",49,48," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #44",SOYBEANS,1991-11-03," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",57,61," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #45",SOYBEANS,1991-11-10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",71,73," "," "," "
1991,MISSISSIPPI,28,"  ","   ","WEEK #46",SOYBEANS,1991-11-17," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",84,83," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #19",SOYBEANS,1992-05-10,31,25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #20",SOYBEANS,1992-05-17,66,49," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #21",SOYBEANS,1992-05-24,87,65," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #22",SOYBEANS,1992-05-31,90,77," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #23",SOYBEANS,1992-06-07,93,87," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #24",SOYBEANS,1992-06-14,98,93," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #25",SOYBEANS,1992-06-21,99,97," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #26",SOYBEANS,1992-06-28,99,99," "," "," "," ",7,21," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #27",SOYBEANS,1992-07-05," "," "," "," "," "," ",19,37," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #28",SOYBEANS,1992-07-12," "," "," "," "," "," ",37,55," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #29",SOYBEANS,1992-07-19," "," "," "," "," "," ",65,72," ",13,31," "," "," "," "," "," "," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #30",SOYBEANS,1992-07-26," "," "," "," "," "," ",82,82," ",26,48," "," "," "," "," "," "," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #31",SOYBEANS,1992-08-02," "," "," "," "," "," ",87,89," ",47,62," "," "," "," "," "," "," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #32",SOYBEANS,1992-08-09," "," "," "," "," "," ",95,95," ",71,82," "," "," "," "," "," "," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #33",SOYBEANS,1992-08-16," "," "," "," "," "," ",96,98," ",83,89," "," "," "," "," "," "," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #34",SOYBEANS,1992-08-23," "," "," "," "," "," "," "," "," ",95,95," "," "," "," ",1,4," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #35",SOYBEANS,1992-08-30," "," "," "," "," "," "," "," "," ",98,98," "," "," "," ",2,11," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #36",SOYBEANS,1992-09-06," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",12,22," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #37",SOYBEANS,1992-09-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",33,39," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #38",SOYBEANS,1992-09-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",56,57," "," "," "," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #39",SOYBEANS,1992-09-27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",77,79," ",18,28," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #40",SOYBEANS,1992-10-04," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",87,91," ",34,50," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #41",SOYBEANS,1992-10-11," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",98,96," ",68,69," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #42",SOYBEANS,1992-10-18," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",81,82," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #43",SOYBEANS,1992-10-25," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",89,91," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #44",SOYBEANS,1992-11-01," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",95,98," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #45",SOYBEANS,1992-11-08," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",96,99," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #46",SOYBEANS,1992-11-15," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",97,100," "," "," "
1992,ILLINOIS,17,"  ","   ","WEEK #47",SOYBEANS,1992-11-22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",98,100," "," "," "
1992,IOWA,19,"  ","   ","WEEK #19",SOYBEANS,1992-05-10,24,12," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #20",SOYBEANS,1992-05-17,63,35," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #21",SOYBEANS,1992-05-24,87,59," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #22",SOYBEANS,1992-05-31,97,75," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #23",SOYBEANS,1992-06-07,99,88," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #24",SOYBEANS,1992-06-14,100,95," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #25",SOYBEANS,1992-06-21,100,98," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #26",SOYBEANS,1992-06-28,100,100," "," "," "," ",2,6," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #27",SOYBEANS,1992-07-05," "," "," "," "," "," ",15,22," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #28",SOYBEANS,1992-07-12," "," "," "," "," "," ",30,44," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #29",SOYBEANS,1992-07-19," "," "," "," "," "," ",65,66," ",20,25," "," "," "," "," "," "," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #30",SOYBEANS,1992-07-26," "," "," "," "," "," ",80,83," ",25,43," "," "," "," "," "," "," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #31",SOYBEANS,1992-08-02," "," "," "," "," "," ",85,92," ",47,65," "," "," "," "," "," "," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #32",SOYBEANS,1992-08-09," "," "," "," "," "," ",95,97," ",68,82," "," "," "," "," "," "," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #33",SOYBEANS,1992-08-16," "," "," "," "," "," ",99,100," ",85,93," "," "," "," "," "," "," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #34",SOYBEANS,1992-08-23," "," "," "," "," "," "," "," "," ",96,97," "," "," "," "," ",2," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #35",SOYBEANS,1992-08-30," "," "," "," "," "," "," "," "," ",99,99," "," "," "," "," ",9," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #36",SOYBEANS,1992-09-06," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",4,17," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #37",SOYBEANS,1992-09-13," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",10,31," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #38",SOYBEANS,1992-09-20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",38,56," "," "," "," "," "," "
1992,IOWA,19,"  ","   ","WEEK #39",SOYBEANS,1992-09-27," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",72,85," ",5,18," "," "," "
