YEAR,LOCATION,STATE_ANSI,AREA_OPERATED_IN_ACRES,AREA_OPERATED_IN_ACRES_/_OPERATION,OPERATIONS_IN_OPERATIONS,AREA_HARVESTED_IN_ACRES,AREA_PLANTED_IN_ACRES,PRODUCTION_IN_BU,PRODUCTION_IN_$,PRICE_RECEIVED_IN_$_/_BU,CONDITION_IN_PCT_VERY_POOR,CONDITION_IN_PCT_GOOD,CONDITION_IN_PCT_FAIR,CONDITION_IN_PCT_POOR,CONDITION_IN_PCT_EXCELLENT,CONDITION_5_YEAR_AVG_IN_PCT_EXCELLENT,CONDITION_5_YEAR_AVG_IN_PCT_GOOD,CONDITION_5_YEAR_AVG_IN_PCT_POOR,CONDITION_5_YEAR_AVG_IN_PCT_VERY_POOR,CONDITION_5_YEAR_AVG_IN_PCT_FAIR,CONDITION_PREVIOUS_YEAR_IN_PCT_POOR,CONDITION_PREVIOUS_YEAR_IN_PCT_GOOD,CONDITION_PREVIOUS_YEAR_IN_PCT_VERY_POOR,CONDITION_PREVIOUS_YEAR_IN_PCT_EXCELLENT,CONDITION_PREVIOUS_YEAR_IN_PCT_FAIR,YIELD_IN_BU_/_ACRE,NITROGEN,PHOSPHATE,POTASH,SULFUR,APPLICATIONS_IN_LB_FERTILIZER_NITROGEN,APPLICATIONS_IN_LB_FERTILIZER_PHOSPHATE,APPLICATIONS_IN_LB_FERTILIZER_POTASH,APPLICATIONS_IN_LB_FERTILIZER_SULFUR,APPLICATIONS_IN_LB_/_ACRE_/_APPLICATION_AVG_FERTILIZER_NITROGEN,APPLICATIONS_IN_LB_/_ACRE_/_APPLICATION_AVG_FERTILIZER_PHOSPHATE,APPLICATIONS_IN_LB_/_ACRE_/_APPLICATION_AVG_FERTILIZER_POTASH,APPLICATIONS_IN_LB_/_ACRE_/_APPLICATION_AVG_FERTILIZER_SULFUR,APPLICATIONS_IN_LB_/_ACRE_/_YEAR_AVG_FERTILIZER_NITROGEN,APPLICATIONS_IN_LB_/_ACRE_/_YEAR_AVG_FERTILIZER_PHOSPHATE,APPLICATIONS_IN_LB_/_ACRE_/_YEAR_AVG_FERTILIZER_POTASH,APPLICATIONS_IN_LB_/_ACRE_/_YEAR_AVG_FERTILIZER_SULFUR,APPLICATIONS_IN_NUMBER_AVG_FERTILIZER_NITROGEN,APPLICATIONS_IN_NUMBER_AVG_FERTILIZER_PHOSPHATE,APPLICATIONS_IN_NUMBER_AVG_FERTILIZER_POTASH,APPLICATIONS_IN_NUMBER_AVG_FERTILIZER_SULFUR,TREATED_IN_PCT_OF_AREA_PLANTED_AVG_FERTILIZER_NITROGEN,TREATED_IN_PCT_OF_AREA_PLANTED_AVG_FERTILIZER_PHOSPHATE,TREATED_IN_PCT_OF_AREA_PLANTED_AVG_FERTILIZER_POTASH,TREATED_IN_PCT_OF_AREA_PLANTED_AVG_FERTILIZER_SULFUR
1998,KANSAS,20,47500000.0,731,65000,2800000.0,2850000.0,81200000.0,367836000.0,4.98,1.0,57.0,21.0,3.0,14.0,,,,,,,,,,,29.0,1,1,1,0,7500000.0,16600000.0,8300000.0,0.0,16,31,30,0,19,31,30,0,1.1,1.0,1.0,0.0,16,21,11,0
1998,KENTUCKY,21,13800000.0,153,90000,1200000.0,1220000.0,36000000.0,185400000.0,5.15,1.0,50.0,24.0,5.0,17.0,,,,,,,,,,,30.0,1,1,1,0,17000000.0,58900000.0,73300000.0,0.0,34,83,96,0,40,83,96,0,1.2,1.0,1.0,0.0,35,58,63,0
1998,LOUISIANA,22,8200000.0,273,30000,990000.0,1020000.0,26730000.0,135521000.0,5.62,12.0,27.0,38.0,24.0,2.0,,,,,,,,,,,27.0,1,1,1,0,400000.0,12000000.0,19400000.0,0.0,13,40,62,0,13,40,63,0,1.0,1.0,1.0,0.0,3,25,26,0
1998,MARYLAND,24,2180000.0,170,12800,460000.0,470000.0,14260000.0,74295000.0,5.21,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,31.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1998,MICHIGAN,26,10270000.0,198,52000,1940000.0,1950000.0,77600000.0,357736000.0,4.99,4.0,40.0,34.0,13.0,10.0,,,,,,,,,,,40.0,1,1,1,0,24300000.0,54600000.0,99500000.0,0.0,18,39,63,0,18,39,70,0,1.0,1.0,1.1,0.0,72,73,75,0
1998,MINNESOTA,27,28600000.0,358,80000,6800000.0,6900000.0,285600000.0,1328040000.0,4.65,2.0,52.0,24.0,4.0,19.0,,,,,,,,,,,42.0,1,1,1,0,27500000.0,38100000.0,33100000.0,0.0,21,33,56,0,23,33,56,0,1.1,1.0,1.0,0.0,18,17,9,0
1998,MISSISSIPPI,28,11340000.0,270,42000,1900000.0,1950000.0,44650000.0,217446000.0,5.63,5.0,42.0,31.0,13.0,9.0,,,,,,,,,,,23.5,1,1,1,0,2100000.0,10000000.0,23200000.0,0.0,19,47,72,0,19,47,72,0,1.0,1.0,1.0,0.0,6,10,16,0
1998,MISSOURI,29,30150000.0,274,110000,5000000.0,5100000.0,170000000.0,833000000.0,4.9,4.5,41.0,32.0,12.0,9.0,,,,,,,,,,,34.0,1,1,1,0,25900000.0,119800000.0,198200000.0,0.0,21,50,73,0,21,50,73,0,1.0,1.0,1.0,0.0,24,47,53,0
1998,NEBRASKA,31,46400000.0,844,55000,4250000.0,4300000.0,180625000.0,807394000.0,4.83,1.0,62.0,16.0,2.0,17.0,,,,,,,,,,,42.5,1,1,1,0,12100000.0,27000000.0,7300000.0,0.0,14,37,22,0,15,37,25,0,1.1,1.0,1.2,0.0,22,19,8,0
1998,NEW JERSEY,34,830000.0,86,9600,113000.0,115000.0,3164000.0,16453000.0,5.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,28.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1998,NEW YORK,36,7750000.0,207,37500,128000.0,130000.0,4736000.0,19891000.0,5.1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,37.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1998,NORTH CAROLINA,37,9390000.0,162,58000,1415000.0,1475000.0,38205000.0,192171000.0,5.03,3.0,57.0,30.0,10.0,3.0,,,,,,,,,,,27.0,1,1,1,0,12400000.0,19400000.0,47300000.0,0.0,23,38,83,0,24,38,83,0,1.0,1.0,1.0,0.0,36,34,39,0
1998,NORTH DAKOTA,38,39500000.0,1266,31200,1340000.0,1350000.0,46900000.0,196511000.0,4.64,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,35.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1998,OHIO,39,14880000.0,188,79000,4390000.0,4400000.0,193160000.0,963868000.0,4.99,1.0,51.0,25.0,5.0,18.0,,,,,,,,,,,44.0,1,1,1,0,16500000.0,71900000.0,179300000.0,0.0,15,54,92,0,20,57,97,0,1.3,1.1,1.1,0.0,19,29,42,0
1998,OKLAHOMA,40,33900000.0,408,83000,360000.0,480000.0,6840000.0,29754000.0,4.8,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,19.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1998,PENNSYLVANIA,42,7670000.0,128,60000,395000.0,400000.0,15800000.0,78210000.0,4.95,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,40.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1998,SOUTH CAROLINA,45,4970000.0,199,25000,450000.0,480000.0,9000000.0,42300000.0,5.0,10.5,22.0,44.0,22.0,4.0,,,,,,,,,,,20.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1998,SOUTH DAKOTA,46,44000000.0,1354,32500,3400000.0,3450000.0,132600000.0,609960000.0,4.6,1.0,55.0,13.0,2.0,30.0,,,,,,,,,,,39.0,1,1,1,0,29700000.0,38100000.0,2900000.0,0.0,27,35,8,0,27,35,8,0,1.0,1.0,1.0,0.0,32,32,11,0
1998,TENNESSEE,47,11900000.0,132,90000,1200000.0,1250000.0,22800000.0,106932000.0,5.37,2.5,55.0,24.0,6.0,14.0,,,,,,,,,,,19.0,1,1,1,0,4500000.0,20700000.0,29400000.0,0.0,18,46,61,0,18,46,61,0,1.0,1.0,1.0,0.0,19,36,39,0
1998,TEXAS,48,131400000.0,580,226500,270000.0,440000.0,5940000.0,26730000.0,4.5,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,22.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1998,VIRGINIA,51,8750000.0,179,49000,440000.0,470000.0,11880000.0,53460000.0,5.3,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,27.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1998,WISCONSIN,55,16300000.0,209,78000,1100000.0,1150000.0,51700000.0,250745000.0,4.85,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,47.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1999,ALABAMA,1,9200000.0,192,48000,200000.0,240000.0,3200000.0,15360000.0,4.8,3.0,39.5,24.0,11.5,6.5,,,,,,,,,,,16.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1999,ARKANSAS,5,14650000.0,302,48500,3150000.0,3350000.0,80325000.0,379937000.0,4.79,2.5,41.0,32.0,11.0,11.0,,,,,,,,,,,25.5,1,1,1,0,17300000.0,78000000.0,90000000.0,0.0,27,51,64,0,29,52,66,0,1.0,1.0,1.0,0.0,17,43,40,0
1999,DELAWARE,10,570000.0,219,2600,201000.0,205000.0,5427000.0,25453000.0,4.69,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,27.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1999,FLORIDA,12,10500000.0,233,45000,15000.0,20000.0,285000.0,1268000.0,4.65,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,19.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1999,GEORGIA,13,11000000.0,224,49000,140000.0,170000.0,3360000.0,14885000.0,4.79,18.5,19.5,35.5,22.0,1.0,,,,,,,,,,,24.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1999,ILLINOIS,17,27600000.0,349,79000,10550000.0,10600000.0,443100000.0,2104725000.0,4.75,2.0,43.0,35.0,9.5,9.5,,,,,,,,,,,42.0,1,1,1,0,16200000.0,64100000.0,304000000.0,0.0,18,45,102,0,20,45,103,0,1.1,1.0,1.0,0.0,7,14,28,0
1999,INDIANA,18,15400000.0,238,64800,5480000.0,5500000.0,252080000.0,1162089000.0,4.71,5.5,32.0,40.5,14.5,6.5,,,,,,,,,,,46.0,1,1,1,0,33600000.0,105300000.0,219800000.0,0.0,21,52,107,0,21,53,110,0,1.0,1.0,1.0,0.0,28,36,36,0
1999,IOWA,19,32800000.0,345,95000,10750000.0,10800000.0,478375000.0,2167039000.0,4.53,2.0,48.0,21.5,6.0,21.0,,,,,,,,,,,44.5,1,1,1,0,23500000.0,103500000.0,173700000.0,0.0,27,55,72,0,30,55,72,0,1.1,1.0,1.0,0.0,7,17,22,0
1999,KANSAS,20,47500000.0,731,65000,2500000.0,2950000.0,50000000.0,225000000.0,4.53,1.0,52.5,32.0,9.0,7.0,,,,,,,,,,,20.0,1,1,1,0,14900000.0,19400000.0,7600000.0,0.0,22,30,18,0,23,30,18,0,1.0,1.0,1.0,0.0,22,22,15,0
1999,KENTUCKY,21,13600000.0,149,91000,1160000.0,1200000.0,24360000.0,117659000.0,4.83,6.5,34.0,25.5,19.5,3.5,,,,,,,,,,,21.0,1,1,1,0,4800000.0,18300000.0,24200000.0,0.0,23,60,78,0,23,61,79,0,1.0,1.0,1.0,0.0,17,25,26,0
1999,LOUISIANA,22,8130000.0,271,30000,850000.0,930000.0,20400000.0,99144000.0,5.07,1.0,48.5,35.0,8.5,5.5,,,,,,,,,,,24.0,1,1,1,0,1400000.0,7200000.0,6800000.0,0.0,25,52,60,0,25,52,60,0,1.0,1.0,1.0,0.0,5,14,11,0
1999,MARYLAND,24,2160000.0,171,12600,480000.0,490000.0,15360000.0,71578000.0,4.66,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,32.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1999,MICHIGAN,26,10190000.0,192,53000,2030000.0,2050000.0,73080000.0,331783000.0,4.61,1.0,49.0,23.5,7.0,16.5,,,,,,,,,,,36.0,1,1,1,0,9500000.0,27700000.0,109500000.0,0.0,16,32,83,0,16,32,87,0,1.0,1.0,1.0,0.0,31,45,65,0
1999,MINNESOTA,27,28200000.0,348,81000,6900000.0,7000000.0,289800000.0,1280916000.0,4.42,2.0,50.0,29.5,7.0,10.0,,,,,,,,,,,42.0,1,1,1,0,18700000.0,29500000.0,54500000.0,0.0,20,33,58,0,20,33,58,0,1.0,1.0,1.0,0.0,13,13,13,0
1999,MISSISSIPPI,28,11220000.0,267,42000,1580000.0,1700000.0,34760000.0,163720000.0,4.87,4.5,46.0,27.0,10.0,10.0,,,,,,,,,,,22.0,1,1,1,0,4200000.0,14100000.0,23900000.0,0.0,22,48,56,0,22,48,56,0,1.0,1.0,1.0,0.0,10,15,22,0
1999,MISSOURI,29,30200000.0,275,110000,5350000.0,5400000.0,147125000.0,687074000.0,4.67,9.0,23.5,34.0,23.0,2.0,,,,,,,,,,,27.5,1,1,1,0,11700000.0,54800000.0,87300000.0,0.0,15,45,70,0,15,45,70,0,1.0,1.0,1.0,0.0,15,23,23,0
1999,NEBRASKA,31,46300000.0,857,54000,4575000.0,4650000.0,173850000.0,771894000.0,4.47,1.0,53.0,26.5,6.5,14.0,,,,,,,,,,,38.0,1,1,1,0,17800000.0,31700000.0,17000000.0,0.0,15,29,23,0,17,29,24,0,1.1,1.0,1.0,0.0,25,25,16,0
1999,NEW JERSEY,34,830000.0,86,9600,98000.0,105000.0,2352000.0,10819000.0,4.6,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,24.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1999,NEW YORK,36,7710000.0,206,37500,132000.0,135000.0,4356000.0,19820000.0,4.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,33.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1999,NORTH CAROLINA,37,9300000.0,160,58000,1300000.0,1400000.0,29900000.0,137839000.0,4.61,2.0,57.0,26.0,8.0,4.0,,,,,,,,,,,23.0,1,1,1,0,15800000.0,53900000.0,85000000.0,0.0,21,55,85,0,21,55,85,0,1.0,1.0,1.0,0.0,54,71,71,0
1999,NORTH DAKOTA,38,39400000.0,1271,31000,1850000.0,1900000.0,59200000.0,250416000.0,4.19,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,32.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1999,OHIO,39,14850000.0,188,79000,4500000.0,4600000.0,162000000.0,764640000.0,4.72,5.0,42.0,32.0,12.5,9.0,,,,,,,,,,,36.0,1,1,1,0,14400000.0,81600000.0,205600000.0,0.0,15,50,94,0,15,51,94,0,1.0,1.0,1.0,0.0,21,35,47,0
1999,OKLAHOMA,40,33900000.0,404,84000,290000.0,440000.0,4350000.0,18488000.0,4.35,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,15.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1999,PENNSYLVANIA,42,7670000.0,129,59300,350000.0,370000.0,10150000.0,46690000.0,4.6,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,29.0,1,1,1,0,2800000.0,7500000.0,10000000.0,0.0,20,48,62,0,21,50,62,0,1.0,1.0,1.0,0.0,37,41,43,0
1999,SOUTH CAROLINA,45,4940000.0,198,25000,430000.0,450000.0,10750000.0,48375000.0,4.7,3.5,25.5,39.5,21.0,0.0,,,,,,,,,,,25.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1999,SOUTH DAKOTA,46,44000000.0,1354,32500,4070000.0,4100000.0,146520000.0,634432000.0,4.33,1.5,56.5,17.0,4.0,21.5,,,,,,,,,,,36.0,1,1,1,0,41300000.0,88300000.0,21300000.0,0.0,20,45,27,0,21,45,27,0,1.0,1.0,1.0,0.0,47,47,19,0
1999,TENNESSEE,47,11900000.0,134,89000,1150000.0,1180000.0,28750000.0,134838000.0,4.69,8.5,35.5,23.5,19.0,4.5,,,,,,,,,,,25.0,1,1,1,0,7100000.0,25900000.0,38400000.0,0.0,17,45,64,0,17,45,64,0,1.0,1.0,1.0,0.0,34,46,48,0
1999,TEXAS,48,131100000.0,576,227500,380000.0,400000.0,10260000.0,43092000.0,4.2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,27.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1999,VIRGINIA,51,8730000.0,178,49000,480000.0,490000.0,18480000.0,80388000.0,4.5,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,38.5,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
1999,WISCONSIN,55,16200000.0,208,78000,1300000.0,1350000.0,59800000.0,281060000.0,4.7,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,46.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
2000,ALABAMA,1,9000000.0,191,47000,160000.0,190000.0,2880000.0,13680000.0,4.75,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,18.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
2000,ARKANSAS,5,14600000.0,304,48000,2850000.0,2900000.0,91200000.0,398544000.0,4.73,6.0,35.0,30.0,16.0,8.0,,,,,,,,,,,32.0,1,1,1,0,21000000.0,43400000.0,73000000.0,0.0,55,43,71,0,61,43,71,0,1.1,1.0,1.0,0.0,10,30,31,0
2000,DELAWARE,10,560000.0,215,2600,213000.0,215000.0,9159000.0,41216000.0,4.5,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,43.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
2000,FLORIDA,12,10400000.0,236,44000,9000.0,10000.0,261000.0,1096000.0,4.45,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,29.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
2000,GEORGIA,13,10900000.0,222,49100,155000.0,165000.0,4030000.0,17531000.0,4.43,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,26.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
2000,ILLINOIS,17,27500000.0,357,77000,10450000.0,10500000.0,459800000.0,2124276000.0,4.62,1.0,51.0,21.0,5.0,23.0,,,,,,,,,,,44.0,1,1,1,0,16800000.0,77500000.0,286000000.0,0.0,14,47,93,0,15,47,95,0,1.0,1.0,1.0,0.0,11,16,29,0
2000,INDIANA,18,15200000.0,240,63400,5590000.0,5600000.0,273910000.0,1210682000.0,4.61,2.0,52.0,26.0,6.0,14.0,,,,,,,,,,,49.0,1,1,1,0,11000000.0,53900000.0,207800000.0,0.0,22,65,112,0,29,65,112,0,1.3,1.0,1.0,0.0,7,15,33,0
2000,IOWA,19,32500000.0,346,94000,10680000.0,10700000.0,464580000.0,2085964000.0,4.49,2.0,48.0,27.0,7.0,15.0,,,,,,,,,,,43.5,1,1,1,0,81000000.0,110100000.0,138000000.0,0.0,49,47,59,0,49,47,59,0,1.0,1.0,1.0,0.0,15,22,22,0
2000,KANSAS,20,47500000.0,736,64500,2730000.0,2850000.0,87360000.0,363418000.0,4.5,1.0,57.0,28.0,5.0,5.0,,,,,,,,,,,32.0,1,1,0,0,10300000.0,16900000.0,0.0,0.0,16,34,0,0,20,36,0,0,1.2,1.0,0.0,0.0,18,16,0,0
2000,KENTUCKY,21,13700000.0,152,90000,1160000.0,1180000.0,45240000.0,213080000.0,4.71,0.0,50.0,20.0,3.0,25.0,,,,,,,,,,,39.0,1,1,1,0,7700000.0,31700000.0,37700000.0,0.0,34,61,79,0,49,66,80,0,1.4,1.0,1.0,0.0,13,40,39,0
2000,LOUISIANA,22,8030000.0,277,29000,610000.0,640000.0,20130000.0,88371000.0,4.86,3.0,37.0,29.0,18.0,1.0,,,,,,,,,,,33.0,1,1,1,0,1500000.0,7300000.0,15600000.0,0.0,29,38,65,0,29,38,65,0,1.0,1.0,1.0,0.0,6,20,26,0
2000,MARYLAND,24,2130000.0,172,12400,515000.0,520000.0,22145000.0,99653000.0,4.5,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,43.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
2000,MICHIGAN,26,10150000.0,192,53000,2130000.0,2150000.0,63900000.0,285633000.0,4.54,2.0,55.0,30.0,6.0,7.0,,,,,,,,,,,30.0,1,1,1,0,11100000.0,44800000.0,131200000.0,0.0,13,53,87,0,14,53,87,0,1.0,1.0,1.0,0.0,37,40,72,0
2000,MINNESOTA,27,27900000.0,344,81000,7150000.0,7300000.0,293150000.0,1283997000.0,4.38,2.0,51.0,28.0,6.0,12.0,,,,,,,,,,,41.0,1,1,1,0,10200000.0,24100000.0,118600000.0,0.0,16,34,67,0,17,35,69,0,1.0,1.0,1.0,0.0,8,9,24,0
2000,MISSISSIPPI,28,11160000.0,266,42000,1120000.0,1160000.0,36960000.0,162254000.0,4.71,6.0,39.0,29.0,14.0,8.0,,,,,,,,,,,33.0,1,1,1,0,3400000.0,14300000.0,23500000.0,0.0,22,45,70,0,23,45,70,0,1.0,1.0,1.0,0.0,9,19,20,0
2000,MISSOURI,29,30200000.0,277,109000,5000000.0,5150000.0,175000000.0,796250000.0,4.55,1.0,51.0,29.0,7.0,12.0,,,,,,,,,,,35.0,1,1,1,0,27500000.0,98100000.0,94200000.0,0.0,25,68,69,0,26,68,69,0,1.0,1.0,1.0,0.0,20,28,27,0
2000,NEBRASKA,31,46100000.0,887,52000,4900000.0,4950000.0,222950000.0,934161000.0,4.44,9.0,30.0,31.0,19.0,8.0,,,,,,,,,,,45.5,1,1,1,0,19800000.0,36700000.0,6200000.0,0.0,14,38,9,0,14,40,9,0,1.0,1.0,1.0,0.0,30,20,15,0
2000,NEW JERSEY,34,830000.0,86,9700,98000.0,100000.0,3920000.0,17052000.0,4.35,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,40.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
2000,NEW YORK,36,7670000.0,205,37500,158000.0,160000.0,5214000.0,23724000.0,4.55,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,33.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
2000,NORTH CAROLINA,37,9210000.0,166,55500,1360000.0,1400000.0,44200000.0,199342000.0,4.51,1.0,66.0,19.0,3.0,10.0,,,,,,,,,,,32.5,1,1,1,0,12600000.0,64700000.0,47700000.0,0.0,24,72,72,0,24,74,72,0,1.0,1.0,1.0,0.0,38,62,47,0
2000,NORTH DAKOTA,38,39400000.0,1279,30800,2110000.0,2150000.0,70685000.0,286274000.0,4.23,7.0,52.0,18.0,12.0,9.0,,,,,,,,,,,33.5,1,1,0,0,27800000.0,25300000.0,0.0,0.0,25,31,0,0,32,32,0,0,1.2,1.0,0.0,0.0,46,41,0,0
2000,OHIO,39,14770000.0,187,79000,4440000.0,4450000.0,186480000.0,863402000.0,4.63,4.0,45.0,27.0,10.0,15.0,,,,,,,,,,,42.0,1,1,1,0,21700000.0,70200000.0,192800000.0,0.0,18,50,92,0,20,50,92,0,1.1,1.0,1.0,0.0,25,32,47,0
