YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,DOMAINCAT,"APPLICATIONS in LB","APPLICATIONS in LB / ACRE / APPLICATION, AVG","APPLICATIONS in LB / ACRE / YEAR, AVG","APPLICATIONS in NUMBER, AVG","TREATED in PCT OF AREA PLANTED, AVG"
2015,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","60,000"," "," "," ",8
2015,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2015,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","17,000",0.07,0.07,1,3
2015,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (CYPROCONAZOLE = 128993)",(D),(D),(D),(D),(D)
2015,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUOXASTROBIN = 28869)",(D),(D),(D),(D),(D)
2015,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","35,000",0.046,0.046,1,8
2015,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)","27,000",0.09,0.09,1,3
2015,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","44,000",0.109,0.109,1,4
2015,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)",(D),(D),(D),(D),(D)
2015,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","101,000",0.104,0.104,1,10
2015,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","235,000"," "," "," ",18
2015,IOWA,19,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2015,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",(D),(D),(D),(D),(D)
2015,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",(D),(D),(D),(D),(D)
2015,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)",(D)," "," "," ",(D)
2015,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","19,000",0.123,0.152,1.2,7
2015,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","12,000",0.078,0.095,1.2,7
2015,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","6,000",0.048,0.054,1.1,6
2015,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","15,000",0.113,0.113,1,7
2015,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","18,000",0.097,0.105,1.1,9
2015,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),(D),(D),(D),(D)
2015,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","74,000"," "," "," ",20
2015,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","28,000",0.116,0.117,1,17
2015,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (CYPROCONAZOLE = 128993)",(D),(D),(D),(D),(D)
2015,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","11,000",0.085,0.086,1,9
2015,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","6,000",0.044,0.044,1,10
2015,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)",(D),(D),(D),(D),(D)
2015,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","24,000",0.104,0.104,1,16
2015,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","19,000",0.091,0.1,1.1,13
2015,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",(D),(D),(D),(D),(D)
2015,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),(D),(D),(D),(D)
2015,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",(D),(D),(D),(D),(D)
2015,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","107,000"," "," "," ",43
2015,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","8,000",0.074,0.074,1,8
2015,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",(D),(D),(D),(D),(D)
2015,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",(D),(D),(D),(D),(D)
2015,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)",(D),(D),(D),(D),(D)
2015,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",(D),(D),(D),(D),(D)
2015,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)",(D),(D),(D),(D),(D)
2015,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)",(D),(D),(D),(D),(D)
2015,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",(D),(D),(D),(D),(D)
2015,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)",(D),(D),(D),(D),(D)
2015,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",(D),(D),(D),(D),(D)
2015,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",(D),(D),(D),(D),(D)
2015,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","63,000"," "," "," ",9
2015,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",(D),(D),(D),(D),(D)
2015,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",(D),(D),(D),(D),(D)
2015,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUOXASTROBIN = 28869)",(D),(D),(D),(D),(D)
2015,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","16,000",0.044,0.044,1,5
2015,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","17,000",0.116,0.116,1,2
2015,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","39,000",0.09,0.09,1,6
2015,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",(D),(D),(D),(D),(D)
2015,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),(D),(D),(D),(D)
2015,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","118,000"," "," "," ",11
2015,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2015,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","41,000",0.102,0.106,1,17
2015,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (CYPROCONAZOLE = 128993)","3,000",0.028,0.028,1,4
2015,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","16,000",0.067,0.072,1.1,10
2015,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",(D),(D),(D),(D),(D)
2015,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)",(D),(D),(D),(D),(D)
2015,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)",(D),(D),(D),(D),(D)
2015,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)",(D),(D),(D),(D),(D)
2015,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","12,000",0.096,0.096,1,5
2015,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)",(D),(D),(D),(D),(D)
2015,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","8,000",0.091,0.165,1.8,2
2015,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",(D),(D),(D),(D),(D)
2015,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),(D),(D),(D),(D)
2015,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","103,000"," "," "," ",25
2015,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","8,000",0.082,0.082,1,5
2015,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",(D),(D),(D),(D),(D)
2015,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",(D),(D),(D),(D),(D)
2015,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)",(D),(D),(D),(D),(D)
2015,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",(D),(D),(D),(D),(D)
2015,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)",(D)," "," "," ",(D)
2015,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",(D),(D),(D),(D),(D)
2015,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (CYPROCONAZOLE = 128993)",(D),(D),(D),(D),(D)
2015,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",(D),(D),(D),(D),(D)
2015,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)",(D),(D),(D),(D),(D)
2015,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",(D),(D),(D),(D),(D)
2015,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",(D),(D),(D),(D),(D)
2015,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),(D),(D),(D),(D)
2015,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","44,000"," "," "," ",7
2015,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2015,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","12,000",0.106,0.119,1.1,6
2015,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (CYPROCONAZOLE = 128993)","2,000",0.036,0.036,1,3
2015,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",(D),(D),(D),(D),(D)
2015,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)",(D),(D),(D),(D),(D)
2015,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","8,000",0.11,0.11,1,4
2015,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",(D),(D),(D),(D),(D)
2015,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),(D),(D),(D),(D)
2015,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","64,000"," "," "," ",13
2015,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2015,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",(D),(D),(D),(D),(D)
2015,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",(D),(D),(D),(D),(D)
2015,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","10,000",0.042,0.042,1,4
2015,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)",(D),(D),(D),(D),(D)
2015,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",(D),(D),(D),(D),(D)
2015,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","25,000",0.093,0.093,1,5
2015,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","79,000"," "," "," ",7
2015,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","10,000",0.077,0.077,1,3
2015,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",(D),(D),(D),(D),(D)
2015,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","34,000",0.116,0.116,1,6
2015,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","18,000",0.111,0.111,1,3
2015,OHIO,39,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","67,000"," "," "," ",10
2015,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",(D),(D),(D),(D),(D)
2015,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",(D),(D),(D),(D),(D)
2015,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","15,000",0.089,0.089,1,3
2015,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",(D),(D),(D),(D),(D)
2015,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),(D),(D),(D),(D)
2015,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","33,000"," "," "," ",5
2015,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2015,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",(D),(D),(D),(D),(D)
2015,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",(D),(D),(D),(D),(D)
2015,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","3,000",0.054,0.054,1,4
2015,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",(D),(D),(D),(D),(D)
2015,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","13,000",0.105,0.105,1,7
2015,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),(D),(D),(D),(D)
2015,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","40,000"," "," "," ",15
2015,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2015,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","7,000",0.101,0.101,1,12
2015,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","3,000",0.069,0.069,1,7
2015,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",(D),(D),(D),(D),(D)
2015,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",(D),(D),(D),(D),(D)
2015,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",(D),(D),(D),(D),(D)
2015,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",(D),(D),(D),(D),(D)
2015,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","19,000"," "," "," ",16
2015,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2015,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",(D),(D),(D),(D),(D)
2015,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","3,000",0.053,0.053,1,3
2015,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)",(D),(D),(D),(D),(D)
2015,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","10,000",0.087,0.091,1,6
2015,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)",(D),(D),(D),(D),(D)
2015,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","7,000",0.108,0.108,1,3
2015,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","30,000"," "," "," ",11
2015,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",(D),(D),(D),(D),(D)
2017,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","28,000",0.125,0.128,1,6
2017,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (CYPROCONAZOLE = 128993)",(D),(D),(D),(D),(D)
2017,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","12,000",0.087,0.09,1,4
2017,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",(D),(D),(D),(D),(D)
2017,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)",(D),(D),(D),(D),(D)
2017,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","10,000",0.078,0.078,1,4
2017,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)",(D),(D),(D),(D),(D)
2017,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",(D),(D),(D),(D),(D)
2017,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",(D),(D),(D),(D),(D)
2017,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),(D),(D),(D),(D)
2017,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","76,000"," "," "," ",13
2017,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","7,000",0.074,0.074,1,3
2017,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","45,000",0.089,0.089,1,5
2017,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (BENZOVINDIFLUPYR = 122305)",(D),(D),(D),(D),(D)
2017,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (CONIOTHYRIUM MINITAN = 28836)",(D),(D),(D),(D),(D)
2017,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (CYPROCONAZOLE = 128993)","15,000",0.04,0.044,1.1,3
2017,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",(D),(D),(D),(D),(D)
2017,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUOXASTROBIN = 28869)",(D),(D),(D),(D),(D)
2017,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","43,000",0.061,0.061,1,7
2017,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)","53,000",0.128,0.141,1.1,4
2017,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",(D),(D),(D),(D),(D)
2017,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)","17,000",0.07,0.07,1,2
2017,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","121,000",0.132,0.132,1,9
2017,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)",(D),(D),(D),(D),(D)
2017,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",(D),(D),(D),(D),(D)
2017,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TOTAL)","399,000"," "," "," ",22
2017,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","50,000",0.209,0.209,1,2
2017,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","23,000",0.097,0.097,1,4
