LOCATION,YEAR,MONTH,Precipitation,Anomaly
ILLINOIS,2005,01,5.34,3.25
ILLINOIS,2005,02,1.88,-0.3
ILLINOIS,2005,03,1.56,-1.36
ILLINOIS,2005,04,2.57,-1.56
ILLINOIS,2005,05,1.74,-2.93
ILLINOIS,2005,06,1.87,-2.97
ILLINOIS,2005,07,3.23,-0.88
ILLINOIS,2005,08,3.68,-0.03
ILLINOIS,2005,09,3.63,0.29
ILLINOIS,2005,10,1.26,-2.15
ILLINOIS,2005,11,3.51,0.57
ILLINOIS,2005,12,1.16,-1.56
ILLINOIS,2006,01,2.74,0.65
ILLINOIS,2006,02,0.88,-1.3
ILLINOIS,2006,03,4.58,1.66
ILLINOIS,2006,04,3.79,-0.34
ILLINOIS,2006,05,3.58,-1.09
ILLINOIS,2006,06,2.98,-1.86
ILLINOIS,2006,07,4.09,-0.02
ILLINOIS,2006,08,4.05,0.34
ILLINOIS,2006,09,3.43,0.09
ILLINOIS,2006,10,3.8,0.39
ILLINOIS,2006,11,3.32,0.38
ILLINOIS,2006,12,3.4,0.68
ILLINOIS,2007,01,2.93,0.84
ILLINOIS,2007,02,2.31,0.13
ILLINOIS,2007,03,3.21,0.29
ILLINOIS,2007,04,3.52,-0.61
ILLINOIS,2007,05,2.24,-2.43
ILLINOIS,2007,06,4.13,-0.71
ILLINOIS,2007,07,3.31,-0.8
ILLINOIS,2007,08,4.36,0.65
ILLINOIS,2007,09,1.59,-1.75
ILLINOIS,2007,10,3.5,0.09
ILLINOIS,2007,11,1.72,-1.22
ILLINOIS,2007,12,3.87,1.15
ILLINOIS,2008,01,2.43,0.34
ILLINOIS,2008,02,4.4,2.22
ILLINOIS,2008,03,4.53,1.61
ILLINOIS,2008,04,4.34,0.21
ILLINOIS,2008,05,5.36,0.69
ILLINOIS,2008,06,5.49,0.65
ILLINOIS,2008,07,5.91,1.8
ILLINOIS,2008,08,1.93,-1.78
ILLINOIS,2008,09,7.62,4.28
ILLINOIS,2008,10,2.42,-0.99
ILLINOIS,2008,11,1.49,-1.45
ILLINOIS,2008,12,4.25,1.53
ILLINOIS,2009,01,1.01,-1.08
ILLINOIS,2009,02,2.43,0.25
ILLINOIS,2009,03,4.05,1.13
ILLINOIS,2009,04,6.16,2.03
ILLINOIS,2009,05,5.65,0.98
ILLINOIS,2009,06,5.12,0.28
ILLINOIS,2009,07,4.59,0.48
ILLINOIS,2009,08,4.72,1.01
ILLINOIS,2009,09,2.28,-1.06
ILLINOIS,2009,10,8.49,5.08
ILLINOIS,2009,11,2.48,-0.46
ILLINOIS,2009,12,3.98,1.26
ILLINOIS,2010,01,1.44,-0.65
ILLINOIS,2010,02,1.53,-0.65
ILLINOIS,2010,03,2.74,-0.18
ILLINOIS,2010,04,3.36,-0.77
ILLINOIS,2010,05,5.4,0.73
ILLINOIS,2010,06,7.71,2.87
ILLINOIS,2010,07,5.35,1.24
ILLINOIS,2010,08,3.18,-0.53
ILLINOIS,2010,09,3.73,0.39
ILLINOIS,2010,10,1.32,-2.09
ILLINOIS,2010,11,3.15,0.21
ILLINOIS,2010,12,1.77,-0.95
ILLINOIS,2011,01,1.19,-0.9
ILLINOIS,2011,02,3.24,1.06
ILLINOIS,2011,03,2.72,-0.2
ILLINOIS,2011,04,7.62,3.49
ILLINOIS,2011,05,5.28,0.61
ILLINOIS,2011,06,6.69,1.85
ILLINOIS,2011,07,3.61,-0.5
ILLINOIS,2011,08,1.87,-1.84
ILLINOIS,2011,09,3.56,0.22
ILLINOIS,2011,10,1.8,-1.61
ILLINOIS,2011,11,5.17,2.23
ILLINOIS,2011,12,3.35,0.63
ILLINOIS,2012,01,1.89,-0.2
ILLINOIS,2012,02,1.48,-0.7
ILLINOIS,2012,03,2.08,-0.84
ILLINOIS,2012,04,3.13,-1.0
ILLINOIS,2012,05,2.47,-2.2
ILLINOIS,2012,06,1.73,-3.11
ILLINOIS,2012,07,1.4,-2.71
ILLINOIS,2012,08,3.5,-0.21
ILLINOIS,2012,09,5.04,1.7
ILLINOIS,2012,10,3.93,0.52
ILLINOIS,2012,11,1.21,-1.73
ILLINOIS,2012,12,2.25,-0.47
ILLINOIS,2013,01,3.81,1.72
ILLINOIS,2013,02,2.65,0.47
ILLINOIS,2013,03,2.61,-0.31
ILLINOIS,2013,04,6.93,2.8
ILLINOIS,2013,05,6.57,1.9
ILLINOIS,2013,06,5.33,0.49
ILLINOIS,2013,07,3.16,-0.95
ILLINOIS,2013,08,1.44,-2.27
ILLINOIS,2013,09,1.69,-1.65
ILLINOIS,2013,10,3.33,-0.08
ILLINOIS,2013,11,2.49,-0.45
ILLINOIS,2013,12,2.48,-0.24
ILLINOIS,2014,01,1.72,-0.37
ILLINOIS,2014,02,2.22,0.04
ILLINOIS,2014,03,1.46,-1.46
ILLINOIS,2014,04,5.15,1.02
ILLINOIS,2014,05,3.29,-1.38
ILLINOIS,2014,06,6.77,1.93
ILLINOIS,2014,07,3.29,-0.82
ILLINOIS,2014,08,5.19,1.48
ILLINOIS,2014,09,4.11,0.77
ILLINOIS,2014,10,4.33,0.92
ILLINOIS,2014,11,1.86,-1.08
ILLINOIS,2014,12,1.9,-0.82
ILLINOIS,2015,01,1.5,-0.59
ILLINOIS,2015,02,1.43,-0.75
ILLINOIS,2015,03,2.35,-0.57
ILLINOIS,2015,04,3.41,-0.72
ILLINOIS,2015,05,5.39,0.72
ILLINOIS,2015,06,9.44,4.6
ILLINOIS,2015,07,5.21,1.1
ILLINOIS,2015,08,3.02,-0.69
ILLINOIS,2015,09,3.42,0.08
ILLINOIS,2015,10,1.44,-1.97
ILLINOIS,2015,11,5.52,2.58
ILLINOIS,2015,12,6.67,3.95
ILLINOIS,2016,01,0.86,-1.23
ILLINOIS,2016,02,1.31,-0.87
ILLINOIS,2016,03,3.35,0.43
ILLINOIS,2016,04,3.3,-0.83
ILLINOIS,2016,05,4.34,-0.33
ILLINOIS,2016,06,3.13,-1.71
ILLINOIS,2016,07,6.9,2.79
ILLINOIS,2016,08,6.77,3.06
ILLINOIS,2016,09,3.42,0.08
ILLINOIS,2016,10,2.38,-1.03
ILLINOIS,2016,11,2.59,-0.35
ILLINOIS,2016,12,1.4,-1.32
ILLINOIS,2017,01,2.13,0.04
ILLINOIS,2017,02,0.73,-1.45
ILLINOIS,2017,03,3.56,0.64
ILLINOIS,2017,04,6.88,2.75
ILLINOIS,2017,05,5.17,0.5
ILLINOIS,2017,06,3.19,-1.65
ILLINOIS,2017,07,4.81,0.7
ILLINOIS,2017,08,2.4,-1.31
ILLINOIS,2017,09,0.83,-2.51
ILLINOIS,2017,10,5.0,1.59
ILLINOIS,2017,11,2.26,-0.68
ILLINOIS,2017,12,0.84,-1.88
ILLINOIS,2018,01,1.3,-0.79
ILLINOIS,2018,02,4.87,2.69
ILLINOIS,2018,03,3.91,0.99
ILLINOIS,2018,04,2.42,-1.71
ILLINOIS,2018,05,3.8,-0.87
ILLINOIS,2018,06,6.29,1.45
ILLINOIS,2018,07,3.44,-0.67
ILLINOIS,2018,08,4.91,1.2
ILLINOIS,2018,09,4.9,1.56
ILLINOIS,2018,10,3.68,0.27
ILLINOIS,2018,11,3.01,0.07
ILLINOIS,2018,12,3.25,0.53
ILLINOIS,2019,01,3.31,1.22
INDIANA,1996,01,3.12,0.28
INDIANA,1996,02,1.2,-1.41
INDIANA,1996,03,2.58,-0.74
INDIANA,1996,04,6.64,2.35
INDIANA,1996,05,7.65,2.85
INDIANA,1996,06,5.03,0.11
INDIANA,1996,07,5.08,0.69
INDIANA,1996,08,1.62,-2.14
INDIANA,1996,09,4.94,1.32
INDIANA,1996,10,2.22,-1.32
INDIANA,1996,11,4.14,0.77
INDIANA,1996,12,3.45,0.1
INDIANA,1997,01,3.04,0.2
INDIANA,1997,02,3.28,0.67
INDIANA,1997,03,4.81,1.49
INDIANA,1997,04,2.07,-2.22
INDIANA,1997,05,5.71,0.91
INDIANA,1997,06,5.5,0.58
INDIANA,1997,07,2.95,-1.44
INDIANA,1997,08,3.96,0.2
INDIANA,1997,09,2.26,-1.36
INDIANA,1997,10,1.61,-1.93
INDIANA,1997,11,2.61,-0.76
INDIANA,1997,12,2.0,-1.35
INDIANA,1998,01,3.04,0.2
INDIANA,1998,02,1.82,-0.79
INDIANA,1998,03,4.24,0.92
INDIANA,1998,04,6.06,1.77
INDIANA,1998,05,4.59,-0.21
INDIANA,1998,06,7.74,2.82
INDIANA,1998,07,4.96,0.57
INDIANA,1998,08,3.58,-0.18
INDIANA,1998,09,1.06,-2.56
INDIANA,1998,10,3.55,0.01
INDIANA,1998,11,2.2,-1.17
INDIANA,1998,12,2.04,-1.31
INDIANA,1999,01,4.92,2.08
INDIANA,1999,02,3.41,0.8
INDIANA,1999,03,2.0,-1.32
INDIANA,1999,04,4.9,0.61
INDIANA,1999,05,3.12,-1.68
INDIANA,1999,06,4.13,-0.79
INDIANA,1999,07,2.7,-1.69
INDIANA,1999,08,2.24,-1.52
INDIANA,1999,09,1.36,-2.26
INDIANA,1999,10,2.02,-1.52
INDIANA,1999,11,1.06,-2.31
INDIANA,1999,12,3.18,-0.17
INDIANA,2000,01,2.54,-0.3
INDIANA,2000,02,3.46,0.85
INDIANA,2000,03,2.2,-1.12
INDIANA,2000,04,3.23,-1.06
INDIANA,2000,05,4.53,-0.27
INDIANA,2000,06,6.21,1.29
INDIANA,2000,07,3.89,-0.5
INDIANA,2000,08,4.41,0.65
INDIANA,2000,09,4.61,0.99
INDIANA,2000,10,2.33,-1.21
INDIANA,2000,11,2.98,-0.39
INDIANA,2000,12,3.01,-0.34
INDIANA,2001,01,1.02,-1.82
INDIANA,2001,02,2.86,0.25
INDIANA,2001,03,0.97,-2.35
INDIANA,2001,04,2.75,-1.54
INDIANA,2001,05,4.32,-0.48
INDIANA,2001,06,4.09,-0.83
INDIANA,2001,07,5.46,1.07
INDIANA,2001,08,4.02,0.26
INDIANA,2001,09,3.76,0.14
INDIANA,2001,10,7.75,4.21
INDIANA,2001,11,3.34,-0.03
INDIANA,2001,12,3.62,0.27
INDIANA,2002,01,2.24,-0.6
INDIANA,2002,02,2.32,-0.29
INDIANA,2002,03,4.38,1.06
INDIANA,2002,04,5.59,1.3
INDIANA,2002,05,7.09,2.29
INDIANA,2002,06,3.28,-1.64
INDIANA,2002,07,2.64,-1.75
INDIANA,2002,08,2.82,-0.94
INDIANA,2002,09,3.75,0.13
INDIANA,2002,10,2.87,-0.67
INDIANA,2002,11,2.35,-1.02
INDIANA,2002,12,2.86,-0.49
INDIANA,2003,01,1.42,-1.42
INDIANA,2003,02,2.74,0.13
INDIANA,2003,03,2.16,-1.16
INDIANA,2003,04,3.0,-1.29
INDIANA,2003,05,6.56,1.76
INDIANA,2003,06,3.26,-1.66
INDIANA,2003,07,8.18,3.79
INDIANA,2003,08,3.54,-0.22
INDIANA,2003,09,6.2,2.58
INDIANA,2003,10,2.4,-1.14
INDIANA,2003,11,4.26,0.89
INDIANA,2003,12,2.68,-0.67
INDIANA,2004,01,3.48,0.64
INDIANA,2004,02,0.83,-1.78
INDIANA,2004,03,3.46,0.14
INDIANA,2004,04,1.83,-2.46
INDIANA,2004,05,7.17,2.37
INDIANA,2004,06,4.43,-0.49
INDIANA,2004,07,5.19,0.8
INDIANA,2004,08,4.85,1.09
INDIANA,2004,09,0.72,-2.9
INDIANA,2004,10,4.14,0.6
INDIANA,2004,11,4.73,1.36
INDIANA,2004,12,2.57,-0.78
INDIANA,2005,01,7.11,4.27
INDIANA,2005,02,2.25,-0.36
INDIANA,2005,03,2.12,-1.2
INDIANA,2005,04,3.04,-1.25
INDIANA,2005,05,2.57,-2.23
INDIANA,2005,06,3.21,-1.71
INDIANA,2005,07,4.43,0.04
INDIANA,2005,08,4.76,1.0
INDIANA,2005,09,4.1,0.48
INDIANA,2005,10,1.24,-2.3
INDIANA,2005,11,3.91,0.54
INDIANA,2005,12,2.15,-1.2
INDIANA,2006,01,3.28,0.44
INDIANA,2006,02,1.62,-0.99
INDIANA,2006,03,5.14,1.82
INDIANA,2006,04,4.27,-0.02
INDIANA,2006,05,5.25,0.45
INDIANA,2006,06,4.2,-0.72
INDIANA,2006,07,4.85,0.46
INDIANA,2006,08,4.76,1.0
INDIANA,2006,09,4.56,0.94
INDIANA,2006,10,5.01,1.47
INDIANA,2006,11,3.25,-0.12
INDIANA,2006,12,4.83,1.48
INDIANA,2007,01,4.75,1.91
INDIANA,2007,02,2.43,-0.18
INDIANA,2007,03,3.54,0.22
INDIANA,2007,04,4.15,-0.14
INDIANA,2007,05,1.75,-3.05
INDIANA,2007,06,3.28,-1.64
INDIANA,2007,07,3.17,-1.22
INDIANA,2007,08,4.55,0.79
INDIANA,2007,09,2.53,-1.09
INDIANA,2007,10,3.81,0.27
INDIANA,2007,11,2.77,-0.6
INDIANA,2007,12,5.06,1.71
INDIANA,2008,01,3.23,0.39
INDIANA,2008,02,4.81,2.2
INDIANA,2008,03,6.48,3.16
INDIANA,2008,04,3.36,-0.93
INDIANA,2008,05,5.68,0.88
INDIANA,2008,06,6.58,1.66
INDIANA,2008,07,4.32,-0.07
INDIANA,2008,08,2.01,-1.75
INDIANA,2008,09,3.86,0.24
INDIANA,2008,10,2.23,-1.31
INDIANA,2008,11,2.11,-1.26
INDIANA,2008,12,5.02,1.67
INDIANA,2009,01,1.62,-1.22
INDIANA,2009,02,2.8,0.19
INDIANA,2009,03,3.23,-0.09
INDIANA,2009,04,5.74,1.45
INDIANA,2009,05,5.67,0.87
INDIANA,2009,06,4.69,-0.23
INDIANA,2009,07,4.43,0.04
INDIANA,2009,08,3.76,0.0
INDIANA,2009,09,2.87,-0.75
INDIANA,2009,10,6.69,3.15
INDIANA,2009,11,1.46,-1.91
INDIANA,2009,12,3.1,-0.25
INDIANA,2010,01,1.52,-1.32
INDIANA,2010,02,1.48,-1.13
INDIANA,2010,03,3.1,-0.22
INDIANA,2010,04,3.16,-1.13
INDIANA,2010,05,5.49,0.69
INDIANA,2010,06,7.68,2.76
INDIANA,2010,07,4.15,-0.24
INDIANA,2010,08,1.84,-1.92
INDIANA,2010,09,1.35,-2.27
INDIANA,2010,10,1.17,-2.37
INDIANA,2010,11,5.01,1.64
INDIANA,2010,12,1.44,-1.91
INDIANA,2011,01,1.5,-1.34
INDIANA,2011,02,4.21,1.6
INDIANA,2011,03,3.46,0.14
INDIANA,2011,04,9.61,5.32
INDIANA,2011,05,6.51,1.71
INDIANA,2011,06,5.23,0.31
INDIANA,2011,07,2.74,-1.65
INDIANA,2011,08,2.55,-1.21
INDIANA,2011,09,5.31,1.69
INDIANA,2011,10,3.29,-0.25
INDIANA,2011,11,6.21,2.84
INDIANA,2011,12,4.58,1.23
INDIANA,2012,01,3.4,0.56
INDIANA,2012,02,1.54,-1.07
INDIANA,2012,03,2.73,-0.59
INDIANA,2012,04,2.22,-2.07
INDIANA,2012,05,2.75,-2.05
INDIANA,2012,06,1.29,-3.63
INDIANA,2012,07,2.53,-1.86
INDIANA,2012,08,4.05,0.29
INDIANA,2012,09,5.17,1.55
INDIANA,2012,10,3.95,0.41
INDIANA,2012,11,0.98,-2.39
INDIANA,2012,12,3.21,-0.14
INDIANA,2013,01,4.71,1.87
INDIANA,2013,02,2.21,-0.4
INDIANA,2013,03,2.3,-1.02
INDIANA,2013,04,6.38,2.09
INDIANA,2013,05,3.71,-1.09
INDIANA,2013,06,6.24,1.32
INDIANA,2013,07,3.21,-1.18
INDIANA,2013,08,1.84,-1.92
INDIANA,2013,09,2.99,-0.63
INDIANA,2013,10,4.12,0.58
INDIANA,2013,11,3.04,-0.33
INDIANA,2013,12,4.39,1.04
INDIANA,2014,01,2.33,-0.51
INDIANA,2014,02,2.64,0.03
INDIANA,2014,03,1.85,-1.47
INDIANA,2014,04,5.73,1.44
INDIANA,2014,05,4.23,-0.57
INDIANA,2014,06,5.61,0.69
INDIANA,2014,07,3.36,-1.03
INDIANA,2014,08,4.96,1.2
INDIANA,2014,09,3.48,-0.14
INDIANA,2014,10,4.13,0.59
INDIANA,2014,11,2.66,-0.71
INDIANA,2014,12,2.59,-0.76
INDIANA,2015,01,2.11,-0.73
INDIANA,2015,02,1.4,-1.21
INDIANA,2015,03,3.54,0.22
INDIANA,2015,04,4.79,0.5
INDIANA,2015,05,3.98,-0.82
INDIANA,2015,06,9.07,4.15
INDIANA,2015,07,6.23,1.84
INDIANA,2015,08,2.57,-1.19
INDIANA,2015,09,2.39,-1.23
INDIANA,2015,10,2.42,-1.12
INDIANA,2015,11,3.57,0.2
INDIANA,2015,12,5.44,2.09
INDIANA,2016,01,1.34,-1.5
INDIANA,2016,02,2.78,0.17
INDIANA,2016,03,4.46,1.14
INDIANA,2016,04,4.17,-0.12
INDIANA,2016,05,3.53,-1.27
INDIANA,2016,06,4.28,-0.64
INDIANA,2016,07,5.13,0.74
INDIANA,2016,08,6.48,2.72
INDIANA,2016,09,3.66,0.04
INDIANA,2016,10,2.61,-0.93
INDIANA,2016,11,2.58,-0.79
INDIANA,2016,12,2.36,-0.99
INDIANA,2017,01,3.68,0.84
INDIANA,2017,02,1.35,-1.26
INDIANA,2017,03,4.04,0.72
INDIANA,2017,04,4.83,0.54
INDIANA,2017,05,6.9,2.1
INDIANA,2017,06,4.37,-0.55
INDIANA,2017,07,6.07,1.68
INDIANA,2017,08,2.26,-1.5
INDIANA,2017,09,2.03,-1.59
INDIANA,2017,10,4.32,0.78
INDIANA,2017,11,4.43,1.06
INDIANA,2017,12,1.33,-2.02
INDIANA,2018,01,2.05,-0.79
INDIANA,2018,02,5.92,3.31
INDIANA,2018,03,3.92,0.6
INDIANA,2018,04,3.59,-0.7
INDIANA,2018,05,3.42,-1.38
INDIANA,2018,06,6.55,1.63
INDIANA,2018,07,3.37,-1.02
INDIANA,2018,08,5.33,1.57
INDIANA,2018,09,5.4,1.78
INDIANA,2018,10,2.82,-0.72
INDIANA,2018,11,4.32,0.95
INDIANA,2018,12,3.35,0.0
INDIANA,2019,01,3.49,0.65
IOWA,1996,01,1.84,0.96
IOWA,1996,02,0.27,-0.98
IOWA,1996,03,1.38,-0.48
IOWA,1996,04,1.63,-2.08
IOWA,1996,05,7.34,2.53
IOWA,1996,06,5.07,-0.32
IOWA,1996,07,3.2,-0.77
IOWA,1996,08,3.79,-0.58
IOWA,1996,09,2.88,-0.57
IOWA,1996,10,2.74,-0.02
IOWA,1996,11,2.65,1.02
IOWA,1996,12,0.87,-0.71
IOWA,1997,01,0.96,0.08
IOWA,1997,02,1.68,0.43
IOWA,1997,03,1.32,-0.54
IOWA,1997,04,2.63,-1.08
IOWA,1997,05,4.03,-0.78
IOWA,1997,06,4.38,-1.01
IOWA,1997,07,2.95,-1.02
IOWA,1997,08,2.76,-1.61
IOWA,1997,09,3.11,-0.34
IOWA,1997,10,3.37,0.61
IOWA,1997,11,1.02,-0.61
IOWA,1997,12,1.0,-0.58
IOWA,1998,01,1.05,0.17
IOWA,1998,02,1.63,0.38
IOWA,1998,03,3.65,1.79
IOWA,1998,04,3.94,0.23
IOWA,1998,05,4.3,-0.51
IOWA,1998,06,7.91,2.52
IOWA,1998,07,3.16,-0.81
IOWA,1998,08,5.01,0.64
IOWA,1998,09,2.06,-1.39
IOWA,1998,10,4.83,2.07
IOWA,1998,11,1.61,-0.02
IOWA,1998,12,0.42,-1.16
IOWA,1999,01,1.29,0.41
IOWA,1999,02,0.91,-0.34
IOWA,1999,03,0.98,-0.88
IOWA,1999,04,6.26,2.55
IOWA,1999,05,4.89,0.08
IOWA,1999,06,5.29,-0.1
IOWA,1999,07,5.21,1.24
IOWA,1999,08,3.11,-1.26
IOWA,1999,09,1.84,-1.61
IOWA,1999,10,0.77,-1.99
IOWA,1999,11,1.02,-0.61
IOWA,1999,12,0.71,-0.87
IOWA,2000,01,0.73,-0.15
IOWA,2000,02,1.37,0.12
IOWA,2000,03,1.0,-0.86
IOWA,2000,04,2.03,-1.68
IOWA,2000,05,3.6,-1.21
IOWA,2000,06,6.56,1.17
IOWA,2000,07,4.09,0.12
IOWA,2000,08,2.62,-1.75
IOWA,2000,09,2.11,-1.34
IOWA,2000,10,1.8,-0.96
IOWA,2000,11,2.15,0.52
IOWA,2000,12,1.67,0.09
IOWA,2001,01,1.42,0.54
IOWA,2001,02,2.16,0.91
IOWA,2001,03,1.3,-0.56
IOWA,2001,04,3.6,-0.11
IOWA,2001,05,7.04,2.23
IOWA,2001,06,4.07,-1.32
IOWA,2001,07,3.12,-0.85
IOWA,2001,08,2.97,-1.4
IOWA,2001,09,4.07,0.62
IOWA,2001,10,2.46,-0.3
IOWA,2001,11,1.55,-0.08
IOWA,2001,12,0.83,-0.75
IOWA,2002,01,0.4,-0.48
IOWA,2002,02,0.89,-0.36
IOWA,2002,03,1.16,-0.7
IOWA,2002,04,3.62,-0.09
IOWA,2002,05,4.1,-0.71
IOWA,2002,06,3.51,-1.88
IOWA,2002,07,4.24,0.27
IOWA,2002,08,5.81,1.44
IOWA,2002,09,1.71,-1.74
IOWA,2002,10,3.58,0.82
IOWA,2002,11,0.22,-1.41
IOWA,2002,12,0.24,-1.34
IOWA,2003,01,0.39,-0.49
IOWA,2003,02,0.82,-0.43
IOWA,2003,03,1.15,-0.71
IOWA,2003,04,3.25,-0.46
IOWA,2003,05,4.61,-0.2
IOWA,2003,06,4.48,-0.91
IOWA,2003,07,4.11,0.14
IOWA,2003,08,1.03,-3.34
IOWA,2003,09,3.11,-0.34
IOWA,2003,10,1.0,-1.76
IOWA,2003,11,3.46,1.83
IOWA,2003,12,1.28,-0.3
IOWA,2004,01,0.96,0.08
IOWA,2004,02,1.17,-0.08
IOWA,2004,03,3.75,1.89
IOWA,2004,04,1.85,-1.86
IOWA,2004,05,7.74,2.93
IOWA,2004,06,3.55,-1.84
IOWA,2004,07,4.33,0.36
IOWA,2004,08,4.56,0.19
IOWA,2004,09,2.66,-0.79
IOWA,2004,10,2.05,-0.71
IOWA,2004,11,2.21,0.58
IOWA,2004,12,0.58,-1.0
IOWA,2005,01,1.31,0.43
IOWA,2005,02,1.52,0.27
IOWA,2005,03,1.05,-0.81
IOWA,2005,04,3.45,-0.26
IOWA,2005,05,3.85,-0.96
IOWA,2005,06,5.25,-0.14
IOWA,2005,07,3.27,-0.7
IOWA,2005,08,3.02,-1.35
IOWA,2005,09,3.29,-0.16
IOWA,2005,10,0.91,-1.85
IOWA,2005,11,1.75,0.12
IOWA,2005,12,1.17,-0.41
IOWA,2006,01,0.99,0.11
IOWA,2006,02,0.32,-0.93
IOWA,2006,03,3.17,1.31
IOWA,2006,04,4.3,0.59
IOWA,2006,05,2.44,-2.37
IOWA,2006,06,2.49,-2.9
IOWA,2006,07,3.22,-0.75
IOWA,2006,08,5.75,1.38
IOWA,2006,09,4.22,0.77
IOWA,2006,10,1.64,-1.12
IOWA,2006,11,1.77,0.14
IOWA,2006,12,2.09,0.51
IOWA,2007,01,0.91,0.03
IOWA,2007,02,1.68,0.43
IOWA,2007,03,2.86,1.0
IOWA,2007,04,4.57,0.86
IOWA,2007,05,5.35,0.54
IOWA,2007,06,3.38,-2.01
IOWA,2007,07,3.38,-0.59
IOWA,2007,08,9.69,5.32
IOWA,2007,09,2.87,-0.58
IOWA,2007,10,5.1,2.34
IOWA,2007,11,0.18,-1.45
IOWA,2007,12,2.44,0.86
IOWA,2008,01,0.68,-0.2
IOWA,2008,02,1.71,0.46
IOWA,2008,03,1.26,-0.6
IOWA,2008,04,5.86,2.15
IOWA,2008,05,5.67,0.86
IOWA,2008,06,8.88,3.49
IOWA,2008,07,5.88,1.91
IOWA,2008,08,1.96,-2.41
IOWA,2008,09,4.16,0.71
IOWA,2008,10,3.26,0.5
IOWA,2008,11,1.72,0.09
IOWA,2008,12,1.88,0.3
IOWA,2009,01,0.68,-0.2
IOWA,2009,02,0.79,-0.46
IOWA,2009,03,2.97,1.11
IOWA,2009,04,3.6,-0.11
IOWA,2009,05,3.64,-1.17
IOWA,2009,06,5.29,-0.1
IOWA,2009,07,4.62,0.65
IOWA,2009,08,5.75,1.38
IOWA,2009,09,1.73,-1.72
IOWA,2009,10,6.35,3.59
IOWA,2009,11,1.19,-0.44
IOWA,2009,12,2.54,0.96
IOWA,2010,01,1.3,0.42
IOWA,2010,02,0.96,-0.29
IOWA,2010,03,1.72,-0.14
IOWA,2010,04,3.7,-0.01
IOWA,2010,05,4.19,-0.62
IOWA,2010,06,10.28,4.89
IOWA,2010,07,7.89,3.92
IOWA,2010,08,4.83,0.46
IOWA,2010,09,5.4,1.95
IOWA,2010,10,0.91,-1.85
IOWA,2010,11,1.64,0.01
IOWA,2010,12,1.23,-0.35
IOWA,2011,01,0.94,0.06
IOWA,2011,02,1.39,0.14
IOWA,2011,03,1.5,-0.36
IOWA,2011,04,3.81,0.1
IOWA,2011,05,5.0,0.19
IOWA,2011,06,6.19,0.8
IOWA,2011,07,3.4,-0.57
IOWA,2011,08,3.02,-1.35
IOWA,2011,09,1.68,-1.77
IOWA,2011,10,0.74,-2.02
IOWA,2011,11,2.08,0.45
IOWA,2011,12,2.08,0.5
IOWA,2012,01,0.57,-0.31
IOWA,2012,02,1.68,0.43
IOWA,2012,03,1.91,0.05
IOWA,2012,04,3.9,0.19
IOWA,2012,05,3.51,-1.3
IOWA,2012,06,2.81,-2.58
IOWA,2012,07,1.17,-2.8
IOWA,2012,08,2.88,-1.49
IOWA,2012,09,1.62,-1.83
IOWA,2012,10,2.98,0.22
IOWA,2012,11,1.05,-0.58
IOWA,2012,12,1.53,-0.05
IOWA,2013,01,0.95,0.07
IOWA,2013,02,1.27,0.02
IOWA,2013,03,2.09,0.23
IOWA,2013,04,6.43,2.72
IOWA,2013,05,8.65,3.84
IOWA,2013,06,4.89,-0.5
IOWA,2013,07,1.74,-2.23
IOWA,2013,08,1.49,-2.88
IOWA,2013,09,1.94,-1.51
IOWA,2013,10,2.78,0.02
IOWA,2013,11,1.59,-0.04
IOWA,2013,12,0.62,-0.96
IOWA,2014,01,0.43,-0.45
IOWA,2014,02,1.5,0.25
IOWA,2014,03,0.81,-1.05
IOWA,2014,04,4.65,0.94
IOWA,2014,05,3.04,-1.77
IOWA,2014,06,9.66,4.27
IOWA,2014,07,3.3,-0.67
IOWA,2014,08,5.92,1.55
IOWA,2014,09,4.35,0.9
IOWA,2014,10,3.17,0.41
IOWA,2014,11,0.76,-0.87
IOWA,2014,12,1.1,-0.48
IOWA,2015,01,0.52,-0.36
IOWA,2015,02,1.11,-0.14
IOWA,2015,03,0.56,-1.3
IOWA,2015,04,3.37,-0.34
IOWA,2015,05,5.06,0.25
IOWA,2015,06,6.38,0.99
IOWA,2015,07,5.51,1.54
IOWA,2015,08,5.29,0.92
IOWA,2015,09,4.18,0.73
IOWA,2015,10,1.76,-1.0
IOWA,2015,11,4.08,2.45
IOWA,2015,12,4.71,3.13
IOWA,2016,01,0.59,-0.29
IOWA,2016,02,0.88,-0.37
IOWA,2016,03,2.28,0.42
IOWA,2016,04,3.19,-0.52
IOWA,2016,05,4.36,-0.45
IOWA,2016,06,3.7,-1.69
IOWA,2016,07,5.92,1.95
IOWA,2016,08,6.14,1.77
IOWA,2016,09,6.12,2.67
IOWA,2016,10,2.01,-0.75
IOWA,2016,11,1.39,-0.24
IOWA,2016,12,1.52,-0.06
IOWA,2017,01,1.56,0.68
IOWA,2017,02,0.99,-0.26
IOWA,2017,03,2.57,0.71
IOWA,2017,04,3.8,0.09
IOWA,2017,05,4.8,-0.01
IOWA,2017,06,3.5,-1.89
IOWA,2017,07,2.94,-1.03
IOWA,2017,08,3.83,-0.54
IOWA,2017,09,2.31,-1.14
IOWA,2017,10,5.26,2.5
IOWA,2017,11,0.41,-1.22
IOWA,2017,12,0.39,-1.19
IOWA,2018,01,1.02,0.14
