YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"CONDITION in PCT VERY POOR","CONDITION in PCT GOOD","CONDITION in PCT FAIR","CONDITION in PCT POOR","CONDITION in PCT EXCELLENT","CONDITION, 5 YEAR AVG in PCT EXCELLENT","CONDITION, 5 YEAR AVG in PCT GOOD","CONDITION, 5 YEAR AVG in PCT POOR","CONDITION, 5 YEAR AVG in PCT VERY POOR","CONDITION, 5 YEAR AVG in PCT FAIR","CONDITION, PREVIOUS YEAR in PCT POOR","CONDITION, PREVIOUS YEAR in PCT GOOD","CONDITION, PREVIOUS YEAR in PCT VERY POOR","CONDITION, PREVIOUS YEAR in PCT EXCELLENT","CONDITION, PREVIOUS YEAR in PCT FAIR"
2003,TENNESSEE,47,"  ","   ","WEEK #32",SOYBEANS,1,61,17,2,19," "," "," "," "," "," "," "," "," "," "
2003,TENNESSEE,47,"  ","   ","WEEK #33",SOYBEANS,0,61,14,2,23," "," "," "," "," "," "," "," "," "," "
2003,TENNESSEE,47,"  ","   ","WEEK #34",SOYBEANS,0,61,13,2,24," "," "," "," "," "," "," "," "," "," "
2003,TENNESSEE,47,"  ","   ","WEEK #35",SOYBEANS,0,59,15,2,24," "," "," "," "," "," "," "," "," "," "
2003,TENNESSEE,47,"  ","   ","WEEK #36",SOYBEANS,0,58,14,2,26," "," "," "," "," "," "," "," "," "," "
2003,TENNESSEE,47,"  ","   ","WEEK #37",SOYBEANS,0,57,14,2,27," "," "," "," "," "," "," "," "," "," "
2003,TENNESSEE,47,"  ","   ","WEEK #38",SOYBEANS,0,56,15,1,28," "," "," "," "," "," "," "," "," "," "
2003,TENNESSEE,47,"  ","   ","WEEK #39",SOYBEANS,0,57,14,1,28," "," "," "," "," "," "," "," "," "," "
2003,TENNESSEE,47,"  ","   ","WEEK #40",SOYBEANS,0,54,14,1,31," "," "," "," "," "," "," "," "," "," "
2003,TENNESSEE,47,"  ","   ","WEEK #41",SOYBEANS,0,53,10,1,36," "," "," "," "," "," "," "," "," "," "
2003,WISCONSIN,55,"  ","   ","WEEK #23",SOYBEANS,1,63,24,7,5," "," "," "," "," "," "," "," "," "," "
2003,WISCONSIN,55,"  ","   ","WEEK #24",SOYBEANS,1,64,19,4,12," "," "," "," "," "," "," "," "," "," "
2003,WISCONSIN,55,"  ","   ","WEEK #25",SOYBEANS,1,68,16,3,12," "," "," "," "," "," "," "," "," "," "
2003,WISCONSIN,55,"  ","   ","WEEK #26",SOYBEANS,0,58,22,4,16," "," "," "," "," "," "," "," "," "," "
2003,WISCONSIN,55,"  ","   ","WEEK #27",SOYBEANS,0,58,21,3,18," "," "," "," "," "," "," "," "," "," "
2003,WISCONSIN,55,"  ","   ","WEEK #28",SOYBEANS,1,55,15,4,25," "," "," "," "," "," "," "," "," "," "
2003,WISCONSIN,55,"  ","   ","WEEK #29",SOYBEANS,1,59,11,3,26," "," "," "," "," "," "," "," "," "," "
2003,WISCONSIN,55,"  ","   ","WEEK #30",SOYBEANS,1,57,18,3,21," "," "," "," "," "," "," "," "," "," "
2003,WISCONSIN,55,"  ","   ","WEEK #31",SOYBEANS,1,56,17,4,22," "," "," "," "," "," "," "," "," "," "
2003,WISCONSIN,55,"  ","   ","WEEK #32",SOYBEANS,2,55,18,5,20," "," "," "," "," "," "," "," "," "," "
2003,WISCONSIN,55,"  ","   ","WEEK #33",SOYBEANS,3,42,31,9,15," "," "," "," "," "," "," "," "," "," "
2003,WISCONSIN,55,"  ","   ","WEEK #34",SOYBEANS,15,28,32,16,9," "," "," "," "," "," "," "," "," "," "
2003,WISCONSIN,55,"  ","   ","WEEK #35",SOYBEANS,18,23,34,21,4," "," "," "," "," "," "," "," "," "," "
2003,WISCONSIN,55,"  ","   ","WEEK #36",SOYBEANS,21,18,32,26,3," "," "," "," "," "," "," "," "," "," "
2003,WISCONSIN,55,"  ","   ","WEEK #37",SOYBEANS,24,17,28,27,4," "," "," "," "," "," "," "," "," "," "
2003,WISCONSIN,55,"  ","   ","WEEK #38",SOYBEANS,17,19,33,28,3," "," "," "," "," "," "," "," "," "," "
2003,WISCONSIN,55,"  ","   ","WEEK #39",SOYBEANS,15,16,35,31,3," "," "," "," "," "," "," "," "," "," "
2003,WISCONSIN,55,"  ","   ","WEEK #40",SOYBEANS,17,17,33,31,2," "," "," "," "," "," "," "," "," "," "
2003,WISCONSIN,55,"  ","   ","WEEK #41",SOYBEANS,17,12,37,32,2," "," "," "," "," "," "," "," "," "," "
2004,ARKANSAS,05,"  ","   ","WEEK #23",SOYBEANS,1,52,28,4,15," "," "," "," "," "," "," "," "," "," "
2004,ARKANSAS,05,"  ","   ","WEEK #24",SOYBEANS,2,51,27,6,14," "," "," "," "," "," "," "," "," "," "
2004,ARKANSAS,05,"  ","   ","WEEK #25",SOYBEANS,2,49,27,5,17," "," "," "," "," "," "," "," "," "," "
2004,ARKANSAS,05,"  ","   ","WEEK #26",SOYBEANS,1,49,27,6,17," "," "," "," "," "," "," "," "," "," "
2004,ARKANSAS,05,"  ","   ","WEEK #27",SOYBEANS,2,47,27,7,17," "," "," "," "," "," "," "," "," "," "
2004,ARKANSAS,05,"  ","   ","WEEK #28",SOYBEANS,2,46,28,7,17," "," "," "," "," "," "," "," "," "," "
2004,ARKANSAS,05,"  ","   ","WEEK #29",SOYBEANS,3,45,29,5,18," "," "," "," "," "," "," "," "," "," "
2004,ARKANSAS,05,"  ","   ","WEEK #30",SOYBEANS,3,44,29,7,17," "," "," "," "," "," "," "," "," "," "
2004,ARKANSAS,05,"  ","   ","WEEK #31",SOYBEANS,2,47,27,4,20," "," "," "," "," "," "," "," "," "," "
2004,ARKANSAS,05,"  ","   ","WEEK #32",SOYBEANS,3,46,24,5,22," "," "," "," "," "," "," "," "," "," "
2004,ARKANSAS,05,"  ","   ","WEEK #33",SOYBEANS,1,47,24,5,23," "," "," "," "," "," "," "," "," "," "
2004,ARKANSAS,05,"  ","   ","WEEK #34",SOYBEANS,1,47,25,4,23," "," "," "," "," "," "," "," "," "," "
2004,ARKANSAS,05,"  ","   ","WEEK #35",SOYBEANS,1,46,24,6,23," "," "," "," "," "," "," "," "," "," "
2004,ARKANSAS,05,"  ","   ","WEEK #36",SOYBEANS,1,45,23,5,26," "," "," "," "," "," "," "," "," "," "
2004,ARKANSAS,05,"  ","   ","WEEK #37",SOYBEANS,1,46,22,6,25," "," "," "," "," "," "," "," "," "," "
2004,ARKANSAS,05,"  ","   ","WEEK #38",SOYBEANS,1,45,22,7,25," "," "," "," "," "," "," "," "," "," "
2004,ARKANSAS,05,"  ","   ","WEEK #39",SOYBEANS,1,44,23,7,25," "," "," "," "," "," "," "," "," "," "
2004,ARKANSAS,05,"  ","   ","WEEK #40",SOYBEANS,1,44,23,7,25," "," "," "," "," "," "," "," "," "," "
2004,ARKANSAS,05,"  ","   ","WEEK #41",SOYBEANS,1,41,24,7,27," "," "," "," "," "," "," "," "," "," "
2004,ILLINOIS,17,"  ","   ","WEEK #23",SOYBEANS,1,55,27,6,11," "," "," "," "," "," "," "," "," "," "
2004,ILLINOIS,17,"  ","   ","WEEK #24",SOYBEANS,1,54,27,4,14," "," "," "," "," "," "," "," "," "," "
2004,ILLINOIS,17,"  ","   ","WEEK #25",SOYBEANS,2,50,24,5,19," "," "," "," "," "," "," "," "," "," "
2004,ILLINOIS,17,"  ","   ","WEEK #26",SOYBEANS,2,53,23,5,17," "," "," "," "," "," "," "," "," "," "
2004,ILLINOIS,17,"  ","   ","WEEK #27",SOYBEANS,2,54,22,5,17," "," "," "," "," "," "," "," "," "," "
2004,ILLINOIS,17,"  ","   ","WEEK #28",SOYBEANS,1,58,18,4,19," "," "," "," "," "," "," "," "," "," "
2004,ILLINOIS,17,"  ","   ","WEEK #29",SOYBEANS,1,56,21,3,19," "," "," "," "," "," "," "," "," "," "
2004,ILLINOIS,17,"  ","   ","WEEK #30",SOYBEANS,0,63,19,3,15," "," "," "," "," "," "," "," "," "," "
2004,ILLINOIS,17,"  ","   ","WEEK #31",SOYBEANS,1,55,17,4,23," "," "," "," "," "," "," "," "," "," "
2004,ILLINOIS,17,"  ","   ","WEEK #32",SOYBEANS,1,56,17,4,22," "," "," "," "," "," "," "," "," "," "
2004,ILLINOIS,17,"  ","   ","WEEK #33",SOYBEANS,1,54,21,4,20," "," "," "," "," "," "," "," "," "," "
2004,ILLINOIS,17,"  ","   ","WEEK #34",SOYBEANS,2,53,21,5,19," "," "," "," "," "," "," "," "," "," "
2004,ILLINOIS,17,"  ","   ","WEEK #35",SOYBEANS,2,53,23,4,18," "," "," "," "," "," "," "," "," "," "
2004,ILLINOIS,17,"  ","   ","WEEK #36",SOYBEANS,2,54,22,5,17," "," "," "," "," "," "," "," "," "," "
2004,ILLINOIS,17,"  ","   ","WEEK #37",SOYBEANS,1,56,19,4,20," "," "," "," "," "," "," "," "," "," "
2004,ILLINOIS,17,"  ","   ","WEEK #38",SOYBEANS,1,54,18,4,23," "," "," "," "," "," "," "," "," "," "
2004,ILLINOIS,17,"  ","   ","WEEK #39",SOYBEANS,1,54,18,4,23," "," "," "," "," "," "," "," "," "," "
2004,ILLINOIS,17,"  ","   ","WEEK #40",SOYBEANS,1,54,18,4,23," "," "," "," "," "," "," "," "," "," "
2004,ILLINOIS,17,"  ","   ","WEEK #41",SOYBEANS,1,54,18,4,23," "," "," "," "," "," "," "," "," "," "
2004,INDIANA,18,"  ","   ","WEEK #23",SOYBEANS,2,56,21,5,16," "," "," "," "," "," "," "," "," "," "
2004,INDIANA,18,"  ","   ","WEEK #24",SOYBEANS,3,52,21,5,19," "," "," "," "," "," "," "," "," "," "
2004,INDIANA,18,"  ","   ","WEEK #25",SOYBEANS,3,50,24,7,16," "," "," "," "," "," "," "," "," "," "
2004,INDIANA,18,"  ","   ","WEEK #26",SOYBEANS,3,50,24,6,17," "," "," "," "," "," "," "," "," "," "
2004,INDIANA,18,"  ","   ","WEEK #27",SOYBEANS,3,50,23,7,17," "," "," "," "," "," "," "," "," "," "
2004,INDIANA,18,"  ","   ","WEEK #28",SOYBEANS,3,51,22,6,18," "," "," "," "," "," "," "," "," "," "
2004,INDIANA,18,"  ","   ","WEEK #29",SOYBEANS,3,52,22,6,17," "," "," "," "," "," "," "," "," "," "
2004,INDIANA,18,"  ","   ","WEEK #30",SOYBEANS,3,52,20,5,20," "," "," "," "," "," "," "," "," "," "
2004,INDIANA,18,"  ","   ","WEEK #31",SOYBEANS,3,54,19,5,19," "," "," "," "," "," "," "," "," "," "
2004,INDIANA,18,"  ","   ","WEEK #32",SOYBEANS,3,54,17,5,21," "," "," "," "," "," "," "," "," "," "
2004,INDIANA,18,"  ","   ","WEEK #33",SOYBEANS,4,51,17,6,22," "," "," "," "," "," "," "," "," "," "
2004,INDIANA,18,"  ","   ","WEEK #34",SOYBEANS,3,51,19,5,22," "," "," "," "," "," "," "," "," "," "
2004,INDIANA,18,"  ","   ","WEEK #35",SOYBEANS,4,51,18,6,21," "," "," "," "," "," "," "," "," "," "
2004,INDIANA,18,"  ","   ","WEEK #36",SOYBEANS,4,51,19,5,21," "," "," "," "," "," "," "," "," "," "
2004,INDIANA,18,"  ","   ","WEEK #37",SOYBEANS,4,50,19,5,22," "," "," "," "," "," "," "," "," "," "
2004,INDIANA,18,"  ","   ","WEEK #38",SOYBEANS,3,50,19,5,23," "," "," "," "," "," "," "," "," "," "
2004,INDIANA,18,"  ","   ","WEEK #39",SOYBEANS,3,49,17,5,26," "," "," "," "," "," "," "," "," "," "
2004,INDIANA,18,"  ","   ","WEEK #40",SOYBEANS,2,49,16,4,29," "," "," "," "," "," "," "," "," "," "
2004,INDIANA,18,"  ","   ","WEEK #41",SOYBEANS,2,49,16,4,29," "," "," "," "," "," "," "," "," "," "
2004,IOWA,19,"  ","   ","WEEK #23",SOYBEANS,2,55,25,7,11," "," "," "," "," "," "," "," "," "," "
2004,IOWA,19,"  ","   ","WEEK #24",SOYBEANS,2,55,23,5,15," "," "," "," "," "," "," "," "," "," "
2004,IOWA,19,"  ","   ","WEEK #25",SOYBEANS,2,54,22,6,16," "," "," "," "," "," "," "," "," "," "
2004,IOWA,19,"  ","   ","WEEK #26",SOYBEANS,2,55,20,6,17," "," "," "," "," "," "," "," "," "," "
2004,IOWA,19,"  ","   ","WEEK #27",SOYBEANS,2,53,20,7,18," "," "," "," "," "," "," "," "," "," "
2004,IOWA,19,"  ","   ","WEEK #28",SOYBEANS,2,55,19,5,19," "," "," "," "," "," "," "," "," "," "
2004,IOWA,19,"  ","   ","WEEK #29",SOYBEANS,2,50,20,6,22," "," "," "," "," "," "," "," "," "," "
2004,IOWA,19,"  ","   ","WEEK #30",SOYBEANS,2,50,18,5,25," "," "," "," "," "," "," "," "," "," "
2004,IOWA,19,"  ","   ","WEEK #31",SOYBEANS,2,50,18,5,25," "," "," "," "," "," "," "," "," "," "
2004,IOWA,19,"  ","   ","WEEK #32",SOYBEANS,1,51,17,4,27," "," "," "," "," "," "," "," "," "," "
2004,IOWA,19,"  ","   ","WEEK #33",SOYBEANS,2,49,19,7,23," "," "," "," "," "," "," "," "," "," "
2004,IOWA,19,"  ","   ","WEEK #34",SOYBEANS,2,50,21,6,21," "," "," "," "," "," "," "," "," "," "
2004,IOWA,19,"  ","   ","WEEK #35",SOYBEANS,2,50,23,7,18," "," "," "," "," "," "," "," "," "," "
2004,IOWA,19,"  ","   ","WEEK #36",SOYBEANS,3,48,24,8,17," "," "," "," "," "," "," "," "," "," "
2004,IOWA,19,"  ","   ","WEEK #37",SOYBEANS,3,49,22,9,17," "," "," "," "," "," "," "," "," "," "
2004,IOWA,19,"  ","   ","WEEK #38",SOYBEANS,3,49,21,9,18," "," "," "," "," "," "," "," "," "," "
2004,IOWA,19,"  ","   ","WEEK #39",SOYBEANS,2,51,20,7,20," "," "," "," "," "," "," "," "," "," "
2004,IOWA,19,"  ","   ","WEEK #40",SOYBEANS,2,52,20,6,20," "," "," "," "," "," "," "," "," "," "
2004,IOWA,19,"  ","   ","WEEK #41",SOYBEANS,2,52,20,6,20," "," "," "," "," "," "," "," "," "," "
2004,KANSAS,20,"  ","   ","WEEK #23",SOYBEANS,0,63,32,3,2," "," "," "," "," "," "," "," "," "," "
2004,KANSAS,20,"  ","   ","WEEK #24",SOYBEANS,0,67,26,3,4," "," "," "," "," "," "," "," "," "," "
2004,KANSAS,20,"  ","   ","WEEK #25",SOYBEANS,0,66,23,4,7," "," "," "," "," "," "," "," "," "," "
2004,KANSAS,20,"  ","   ","WEEK #26",SOYBEANS,0,66,23,3,8," "," "," "," "," "," "," "," "," "," "
2004,KANSAS,20,"  ","   ","WEEK #27",SOYBEANS,0,64,23,3,10," "," "," "," "," "," "," "," "," "," "
2004,KANSAS,20,"  ","   ","WEEK #28",SOYBEANS,0,69,16,2,13," "," "," "," "," "," "," "," "," "," "
2004,KANSAS,20,"  ","   ","WEEK #29",SOYBEANS,0,67,15,3,15," "," "," "," "," "," "," "," "," "," "
2004,KANSAS,20,"  ","   ","WEEK #30",SOYBEANS,0,64,13,4,19," "," "," "," "," "," "," "," "," "," "
2004,KANSAS,20,"  ","   ","WEEK #31",SOYBEANS,0,66,12,2,20," "," "," "," "," "," "," "," "," "," "
2004,KANSAS,20,"  ","   ","WEEK #32",SOYBEANS,0,65,13,2,20," "," "," "," "," "," "," "," "," "," "
2004,KANSAS,20,"  ","   ","WEEK #33",SOYBEANS,0,64,13,3,20," "," "," "," "," "," "," "," "," "," "
2004,KANSAS,20,"  ","   ","WEEK #34",SOYBEANS,0,61,16,3,20," "," "," "," "," "," "," "," "," "," "
2004,KANSAS,20,"  ","   ","WEEK #35",SOYBEANS,1,58,16,3,22," "," "," "," "," "," "," "," "," "," "
2004,KANSAS,20,"  ","   ","WEEK #36",SOYBEANS,1,61,16,3,19," "," "," "," "," "," "," "," "," "," "
2004,KANSAS,20,"  ","   ","WEEK #37",SOYBEANS,1,60,18,5,16," "," "," "," "," "," "," "," "," "," "
2004,KANSAS,20,"  ","   ","WEEK #38",SOYBEANS,1,56,18,6,19," "," "," "," "," "," "," "," "," "," "
2004,KANSAS,20,"  ","   ","WEEK #39",SOYBEANS,1,59,18,5,17," "," "," "," "," "," "," "," "," "," "
2004,KANSAS,20,"  ","   ","WEEK #40",SOYBEANS,1,55,16,6,22," "," "," "," "," "," "," "," "," "," "
2004,KANSAS,20,"  ","   ","WEEK #41",SOYBEANS,1,52,20,9,18," "," "," "," "," "," "," "," "," "," "
2004,KENTUCKY,21,"  ","   ","WEEK #23",SOYBEANS,1,47,34,8,10," "," "," "," "," "," "," "," "," "," "
2004,KENTUCKY,21,"  ","   ","WEEK #24",SOYBEANS,3,51,26,5,15," "," "," "," "," "," "," "," "," "," "
2004,KENTUCKY,21,"  ","   ","WEEK #25",SOYBEANS,2,50,30,6,12," "," "," "," "," "," "," "," "," "," "
2004,KENTUCKY,21,"  ","   ","WEEK #26",SOYBEANS,0,54,22,4,20," "," "," "," "," "," "," "," "," "," "
2004,KENTUCKY,21,"  ","   ","WEEK #27",SOYBEANS,1,54,21,3,21," "," "," "," "," "," "," "," "," "," "
2004,KENTUCKY,21,"  ","   ","WEEK #28",SOYBEANS,0,49,15,3,33," "," "," "," "," "," "," "," "," "," "
2004,KENTUCKY,21,"  ","   ","WEEK #29",SOYBEANS,0,52,14,4,30," "," "," "," "," "," "," "," "," "," "
2004,KENTUCKY,21,"  ","   ","WEEK #30",SOYBEANS,0,43,15,6,36," "," "," "," "," "," "," "," "," "," "
2004,KENTUCKY,21,"  ","   ","WEEK #31",SOYBEANS,0,48,16,3,33," "," "," "," "," "," "," "," "," "," "
2004,KENTUCKY,21,"  ","   ","WEEK #32",SOYBEANS,0,51,18,5,26," "," "," "," "," "," "," "," "," "," "
2004,KENTUCKY,21,"  ","   ","WEEK #33",SOYBEANS,0,48,18,3,31," "," "," "," "," "," "," "," "," "," "
2004,KENTUCKY,21,"  ","   ","WEEK #34",SOYBEANS,1,40,21,8,30," "," "," "," "," "," "," "," "," "," "
2004,KENTUCKY,21,"  ","   ","WEEK #35",SOYBEANS,0,42,19,4,35," "," "," "," "," "," "," "," "," "," "
2004,KENTUCKY,21,"  ","   ","WEEK #36",SOYBEANS,0,44,19,3,34," "," "," "," "," "," "," "," "," "," "
2004,KENTUCKY,21,"  ","   ","WEEK #37",SOYBEANS,0,51,13,3,33," "," "," "," "," "," "," "," "," "," "
2004,KENTUCKY,21,"  ","   ","WEEK #38",SOYBEANS,0,48,15,3,34," "," "," "," "," "," "," "," "," "," "
2004,KENTUCKY,21,"  ","   ","WEEK #39",SOYBEANS,1,46,15,4,34," "," "," "," "," "," "," "," "," "," "
2004,KENTUCKY,21,"  ","   ","WEEK #40",SOYBEANS,1,40,18,10,31," "," "," "," "," "," "," "," "," "," "
2004,KENTUCKY,21,"  ","   ","WEEK #41",SOYBEANS,2,41,24,10,23," "," "," "," "," "," "," "," "," "," "
2004,LOUISIANA,22,"  ","   ","WEEK #23",SOYBEANS,4,46,34,12,4," "," "," "," "," "," "," "," "," "," "
2004,LOUISIANA,22,"  ","   ","WEEK #24",SOYBEANS,1,40,42,10,7," "," "," "," "," "," "," "," "," "," "
2004,LOUISIANA,22,"  ","   ","WEEK #25",SOYBEANS,2,48,37,9,4," "," "," "," "," "," "," "," "," "," "
2004,LOUISIANA,22,"  ","   ","WEEK #26",SOYBEANS,4,42,39,12,3," "," "," "," "," "," "," "," "," "," "
2004,LOUISIANA,22,"  ","   ","WEEK #27",SOYBEANS,6,43,30,18,3," "," "," "," "," "," "," "," "," "," "
2004,LOUISIANA,22,"  ","   ","WEEK #28",SOYBEANS,7,38,31,19,5," "," "," "," "," "," "," "," "," "," "
2004,LOUISIANA,22,"  ","   ","WEEK #29",SOYBEANS,2,41,37,16,4," "," "," "," "," "," "," "," "," "," "
2004,LOUISIANA,22,"  ","   ","WEEK #30",SOYBEANS,6,35,35,21,3," "," "," "," "," "," "," "," "," "," "
2004,LOUISIANA,22,"  ","   ","WEEK #31",SOYBEANS,3,35,37,18,7," "," "," "," "," "," "," "," "," "," "
2004,LOUISIANA,22,"  ","   ","WEEK #32",SOYBEANS,8,33,32,19,8," "," "," "," "," "," "," "," "," "," "
2004,LOUISIANA,22,"  ","   ","WEEK #33",SOYBEANS,6,33,34,19,8," "," "," "," "," "," "," "," "," "," "
2004,LOUISIANA,22,"  ","   ","WEEK #34",SOYBEANS,7,31,35,19,8," "," "," "," "," "," "," "," "," "," "
2004,LOUISIANA,22,"  ","   ","WEEK #35",SOYBEANS,6,33,32,21,8," "," "," "," "," "," "," "," "," "," "
2004,LOUISIANA,22,"  ","   ","WEEK #36",SOYBEANS,6,31,35,20,8," "," "," "," "," "," "," "," "," "," "
2004,LOUISIANA,22,"  ","   ","WEEK #37",SOYBEANS,2,36,34,19,9," "," "," "," "," "," "," "," "," "," "
2004,LOUISIANA,22,"  ","   ","WEEK #38",SOYBEANS,5,32,36,21,6," "," "," "," "," "," "," "," "," "," "
2004,LOUISIANA,22,"  ","   ","WEEK #39",SOYBEANS,3,34,41,17,5," "," "," "," "," "," "," "," "," "," "
2004,LOUISIANA,22,"  ","   ","WEEK #40",SOYBEANS,3,34,41,17,5," "," "," "," "," "," "," "," "," "," "
2004,LOUISIANA,22,"  ","   ","WEEK #41",SOYBEANS,3,34,41,17,5," "," "," "," "," "," "," "," "," "," "
2004,MICHIGAN,26,"  ","   ","WEEK #23",SOYBEANS,1,47,40,9,3," "," "," "," "," "," "," "," "," "," "
2004,MICHIGAN,26,"  ","   ","WEEK #24",SOYBEANS,2,41,39,8,10," "," "," "," "," "," "," "," "," "," "
2004,MICHIGAN,26,"  ","   ","WEEK #25",SOYBEANS,2,38,40,10,10," "," "," "," "," "," "," "," "," "," "
2004,MICHIGAN,26,"  ","   ","WEEK #26",SOYBEANS,3,36,38,13,10," "," "," "," "," "," "," "," "," "," "
2004,MICHIGAN,26,"  ","   ","WEEK #27",SOYBEANS,3,34,44,13,6," "," "," "," "," "," "," "," "," "," "
2004,MICHIGAN,26,"  ","   ","WEEK #28",SOYBEANS,3,34,43,11,9," "," "," "," "," "," "," "," "," "," "
2004,MICHIGAN,26,"  ","   ","WEEK #29",SOYBEANS,3,42,30,10,15," "," "," "," "," "," "," "," "," "," "
2004,MICHIGAN,26,"  ","   ","WEEK #30",SOYBEANS,3,37,39,9,12," "," "," "," "," "," "," "," "," "," "
2004,MICHIGAN,26,"  ","   ","WEEK #31",SOYBEANS,4,40,31,10,15," "," "," "," "," "," "," "," "," "," "
2004,MICHIGAN,26,"  ","   ","WEEK #32",SOYBEANS,4,34,37,9,16," "," "," "," "," "," "," "," "," "," "
2004,MICHIGAN,26,"  ","   ","WEEK #33",SOYBEANS,4,44,34,10,8," "," "," "," "," "," "," "," "," "," "
2004,MICHIGAN,26,"  ","   ","WEEK #34",SOYBEANS,5,42,34,8,11," "," "," "," "," "," "," "," "," "," "
2004,MICHIGAN,26,"  ","   ","WEEK #35",SOYBEANS,4,42,34,12,8," "," "," "," "," "," "," "," "," "," "
2004,MICHIGAN,26,"  ","   ","WEEK #36",SOYBEANS,3,38,39,11,9," "," "," "," "," "," "," "," "," "," "
2004,MICHIGAN,26,"  ","   ","WEEK #37",SOYBEANS,5,33,39,12,11," "," "," "," "," "," "," "," "," "," "
2004,MICHIGAN,26,"  ","   ","WEEK #38",SOYBEANS,4,41,36,8,11," "," "," "," "," "," "," "," "," "," "
2004,MICHIGAN,26,"  ","   ","WEEK #39",SOYBEANS,3,43,35,8,11," "," "," "," "," "," "," "," "," "," "
2004,MICHIGAN,26,"  ","   ","WEEK #40",SOYBEANS,4,42,34,9,11," "," "," "," "," "," "," "," "," "," "
2004,MICHIGAN,26,"  ","   ","WEEK #41",SOYBEANS,3,41,33,10,13," "," "," "," "," "," "," "," "," "," "
2004,MINNESOTA,27,"  ","   ","WEEK #23",SOYBEANS,1,46,39,9,5," "," "," "," "," "," "," "," "," "," "
2004,MINNESOTA,27,"  ","   ","WEEK #24",SOYBEANS,1,48,38,6,7," "," "," "," "," "," "," "," "," "," "
2004,MINNESOTA,27,"  ","   ","WEEK #25",SOYBEANS,2,45,38,9,6," "," "," "," "," "," "," "," "," "," "
2004,MINNESOTA,27,"  ","   ","WEEK #26",SOYBEANS,3,46,39,7,5," "," "," "," "," "," "," "," "," "," "
2004,MINNESOTA,27,"  ","   ","WEEK #27",SOYBEANS,2,45,39,8,6," "," "," "," "," "," "," "," "," "," "
2004,MINNESOTA,27,"  ","   ","WEEK #28",SOYBEANS,2,48,33,12,5," "," "," "," "," "," "," "," "," "," "
2004,MINNESOTA,27,"  ","   ","WEEK #29",SOYBEANS,2,46,35,10,7," "," "," "," "," "," "," "," "," "," "
2004,MINNESOTA,27,"  ","   ","WEEK #30",SOYBEANS,1,47,35,9,8," "," "," "," "," "," "," "," "," "," "
2004,MINNESOTA,27,"  ","   ","WEEK #31",SOYBEANS,2,47,33,7,11," "," "," "," "," "," "," "," "," "," "
2004,MINNESOTA,27,"  ","   ","WEEK #32",SOYBEANS,3,55,27,6,9," "," "," "," "," "," "," "," "," "," "
2004,MINNESOTA,27,"  ","   ","WEEK #33",SOYBEANS,3,45,34,8,10," "," "," "," "," "," "," "," "," "," "
2004,MINNESOTA,27,"  ","   ","WEEK #34",SOYBEANS,4,45,32,8,11," "," "," "," "," "," "," "," "," "," "
2004,MINNESOTA,27,"  ","   ","WEEK #35",SOYBEANS,8,38,34,14,6," "," "," "," "," "," "," "," "," "," "
2004,MINNESOTA,27,"  ","   ","WEEK #36",SOYBEANS,6,35,36,17,6," "," "," "," "," "," "," "," "," "," "
2004,MINNESOTA,27,"  ","   ","WEEK #37",SOYBEANS,4,36,42,13,5," "," "," "," "," "," "," "," "," "," "
2004,MINNESOTA,27,"  ","   ","WEEK #38",SOYBEANS,5,36,42,12,5," "," "," "," "," "," "," "," "," "," "
2004,MINNESOTA,27,"  ","   ","WEEK #39",SOYBEANS,5,41,36,11,7," "," "," "," "," "," "," "," "," "," "
2004,MINNESOTA,27,"  ","   ","WEEK #40",SOYBEANS,6,39,33,14,8," "," "," "," "," "," "," "," "," "," "
2004,MINNESOTA,27,"  ","   ","WEEK #41",SOYBEANS,4,41,38,11,6," "," "," "," "," "," "," "," "," "," "
2004,MISSISSIPPI,28,"  ","   ","WEEK #23",SOYBEANS,0,55,18,4,23," "," "," "," "," "," "," "," "," "," "
2004,MISSISSIPPI,28,"  ","   ","WEEK #24",SOYBEANS,0,55,17,3,25," "," "," "," "," "," "," "," "," "," "
2004,MISSISSIPPI,28,"  ","   ","WEEK #25",SOYBEANS,0,57,14,2,27," "," "," "," "," "," "," "," "," "," "
2004,MISSISSIPPI,28,"  ","   ","WEEK #26",SOYBEANS,0,62,11,3,24," "," "," "," "," "," "," "," "," "," "
2004,MISSISSIPPI,28,"  ","   ","WEEK #27",SOYBEANS,1,54,15,4,26," "," "," "," "," "," "," "," "," "," "
2004,MISSISSIPPI,28,"  ","   ","WEEK #28",SOYBEANS,0,52,19,5,24," "," "," "," "," "," "," "," "," "," "
2004,MISSISSIPPI,28,"  ","   ","WEEK #29",SOYBEANS,1,52,16,7,24," "," "," "," "," "," "," "," "," "," "
2004,MISSISSIPPI,28,"  ","   ","WEEK #30",SOYBEANS,0,52,18,6,24," "," "," "," "," "," "," "," "," "," "
2004,MISSISSIPPI,28,"  ","   ","WEEK #31",SOYBEANS,0,54,20,5,21," "," "," "," "," "," "," "," "," "," "
2004,MISSISSIPPI,28,"  ","   ","WEEK #32",SOYBEANS,0,52,16,5,27," "," "," "," "," "," "," "," "," "," "
2004,MISSISSIPPI,28,"  ","   ","WEEK #33",SOYBEANS,0,51,13,5,31," "," "," "," "," "," "," "," "," "," "
