LOCATION,YEAR,MONTH,Cooling_degree_days,Anomaly
TENNESSEE,2016,02,0,-1
TENNESSEE,2016,03,24,9
TENNESSEE,2016,04,23,0
TENNESSEE,2016,05,96,-35
TENNESSEE,2016,06,346,52
TENNESSEE,2016,07,461,76
TENNESSEE,2016,08,436,66
TENNESSEE,2016,09,283,89
TENNESSEE,2016,10,92,55
TENNESSEE,2016,11,5,4
TENNESSEE,2016,12,0,-1
TENNESSEE,2017,01,12,10
TENNESSEE,2017,02,10,9
TENNESSEE,2017,03,15,0
TENNESSEE,2017,04,55,32
TENNESSEE,2017,05,118,-13
TENNESSEE,2017,06,247,-47
TENNESSEE,2017,07,409,24
TENNESSEE,2017,08,302,-68
TENNESSEE,2017,09,156,-38
TENNESSEE,2017,10,44,7
TENNESSEE,2017,11,0,-1
TENNESSEE,2017,12,0,-1
TENNESSEE,2018,01,0,-2
TENNESSEE,2018,02,9,8
TENNESSEE,2018,03,8,-7
TENNESSEE,2018,04,0,-23
TENNESSEE,2018,05,243,112
TENNESSEE,2018,06,344,50
TENNESSEE,2018,07,408,23
TENNESSEE,2018,08,358,-12
TENNESSEE,2018,09,303,109
TENNESSEE,2018,10,46,9
TENNESSEE,2018,11,0,-1
TENNESSEE,2018,12,0,-1
TENNESSEE,2019,01,0,-2
TEXAS,1996,01,12,-5
TEXAS,1996,02,22,-2
TEXAS,1996,03,20,-55
TEXAS,1996,04,94,-43
TEXAS,1996,05,433,119
TEXAS,1996,06,492,-3
TEXAS,1996,07,607,26
TEXAS,1996,08,515,-78
TEXAS,1996,09,332,-67
TEXAS,1996,10,148,-26
TEXAS,1996,11,45,-2
TEXAS,1996,12,15,4
TEXAS,1997,01,9,-8
TEXAS,1997,02,13,-11
TEXAS,1997,03,78,3
TEXAS,1997,04,44,-93
TEXAS,1997,05,224,-90
TEXAS,1997,06,414,-81
TEXAS,1997,07,580,-1
TEXAS,1997,08,558,-35
TEXAS,1997,09,434,35
TEXAS,1997,10,143,-31
TEXAS,1997,11,16,-31
TEXAS,1997,12,5,-6
TEXAS,1998,01,33,16
TEXAS,1998,02,19,-5
TEXAS,1998,03,38,-37
TEXAS,1998,04,79,-58
TEXAS,1998,05,402,88
TEXAS,1998,06,586,91
TEXAS,1998,07,687,106
TEXAS,1998,08,596,3
TEXAS,1998,09,483,84
TEXAS,1998,10,197,23
TEXAS,1998,11,62,15
TEXAS,1998,12,10,-1
TEXAS,1999,01,29,12
TEXAS,1999,02,50,26
TEXAS,1999,03,62,-13
TEXAS,1999,04,167,30
TEXAS,1999,05,293,-21
TEXAS,1999,06,460,-35
TEXAS,1999,07,544,-37
TEXAS,1999,08,642,49
TEXAS,1999,09,375,-24
TEXAS,1999,10,138,-36
TEXAS,1999,11,63,16
TEXAS,1999,12,9,-2
TEXAS,2000,01,32,15
TEXAS,2000,02,52,28
TEXAS,2000,03,109,34
TEXAS,2000,04,118,-19
TEXAS,2000,05,380,66
TEXAS,2000,06,444,-51
TEXAS,2000,07,611,30
TEXAS,2000,08,628,35
TEXAS,2000,09,429,30
TEXAS,2000,10,179,5
TEXAS,2000,11,19,-28
TEXAS,2000,12,1,-10
TEXAS,2001,01,7,-10
TEXAS,2001,02,28,4
TEXAS,2001,03,22,-53
TEXAS,2001,04,166,29
TEXAS,2001,05,315,1
TEXAS,2001,06,469,-26
TEXAS,2001,07,619,38
TEXAS,2001,08,582,-11
TEXAS,2001,09,328,-71
TEXAS,2001,10,115,-59
TEXAS,2001,11,61,14
TEXAS,2001,12,13,2
TEXAS,2002,01,21,4
TEXAS,2002,02,6,-18
TEXAS,2002,03,42,-33
TEXAS,2002,04,198,61
TEXAS,2002,05,307,-7
TEXAS,2002,06,464,-31
TEXAS,2002,07,524,-57
TEXAS,2002,08,570,-23
TEXAS,2002,09,384,-15
TEXAS,2002,10,145,-29
TEXAS,2002,11,19,-28
TEXAS,2002,12,9,-2
TEXAS,2003,01,7,-10
TEXAS,2003,02,8,-16
TEXAS,2003,03,44,-31
TEXAS,2003,04,131,-6
TEXAS,2003,05,378,64
TEXAS,2003,06,441,-54
TEXAS,2003,07,550,-31
TEXAS,2003,08,580,-13
TEXAS,2003,09,311,-88
TEXAS,2003,10,166,-8
TEXAS,2003,11,64,17
TEXAS,2003,12,8,-3
TEXAS,2004,01,20,3
TEXAS,2004,02,8,-16
TEXAS,2004,03,105,30
TEXAS,2004,04,105,-32
TEXAS,2004,05,293,-21
TEXAS,2004,06,428,-67
TEXAS,2004,07,519,-62
TEXAS,2004,08,488,-105
TEXAS,2004,09,379,-20
TEXAS,2004,10,269,95
TEXAS,2004,11,49,2
TEXAS,2004,12,6,-5
TEXAS,2005,01,29,12
TEXAS,2005,02,24,0
TEXAS,2005,03,50,-25
TEXAS,2005,04,100,-37
TEXAS,2005,05,259,-55
TEXAS,2005,06,496,1
TEXAS,2005,07,570,-11
TEXAS,2005,08,569,-24
TEXAS,2005,09,504,105
TEXAS,2005,10,156,-18
TEXAS,2005,11,65,18
TEXAS,2005,12,6,-5
TEXAS,2006,01,38,21
TEXAS,2006,02,13,-11
TEXAS,2006,03,103,28
TEXAS,2006,04,231,94
TEXAS,2006,05,349,35
TEXAS,2006,06,475,-20
TEXAS,2006,07,579,-2
TEXAS,2006,08,628,35
TEXAS,2006,09,348,-51
TEXAS,2006,10,173,-1
TEXAS,2006,11,52,5
TEXAS,2006,12,10,-1
TEXAS,2007,01,6,-11
TEXAS,2007,02,11,-13
TEXAS,2007,03,108,33
TEXAS,2007,04,64,-73
TEXAS,2007,05,270,-44
TEXAS,2007,06,430,-65
TEXAS,2007,07,466,-115
TEXAS,2007,08,565,-28
TEXAS,2007,09,411,12
TEXAS,2007,10,191,17
TEXAS,2007,11,53,6
TEXAS,2007,12,18,7
TEXAS,2008,01,11,-6
TEXAS,2008,02,33,9
TEXAS,2008,03,64,-11
TEXAS,2008,04,120,-17
TEXAS,2008,05,332,18
TEXAS,2008,06,548,53
TEXAS,2008,07,560,-21
TEXAS,2008,08,540,-53
TEXAS,2008,09,321,-78
TEXAS,2008,10,129,-45
TEXAS,2008,11,46,-1
TEXAS,2008,12,9,-2
TEXAS,2009,01,17,0
TEXAS,2009,02,42,18
TEXAS,2009,03,69,-6
TEXAS,2009,04,109,-28
TEXAS,2009,05,314,0
TEXAS,2009,06,530,35
TEXAS,2009,07,629,48
TEXAS,2009,08,609,16
TEXAS,2009,09,339,-60
TEXAS,2009,10,133,-41
TEXAS,2009,11,41,-6
TEXAS,2009,12,1,-10
TEXAS,2010,01,7,-10
TEXAS,2010,02,1,-23
TEXAS,2010,03,30,-45
TEXAS,2010,04,113,-24
TEXAS,2010,05,344,30
TEXAS,2010,06,546,51
TEXAS,2010,07,555,-26
TEXAS,2010,08,650,57
TEXAS,2010,09,421,22
TEXAS,2010,10,158,-16
TEXAS,2010,11,42,-5
TEXAS,2010,12,10,-1
TEXAS,2011,01,9,-8
TEXAS,2011,02,12,-12
TEXAS,2011,03,101,26
TEXAS,2011,04,219,82
TEXAS,2011,05,317,3
TEXAS,2011,06,601,106
TEXAS,2011,07,696,115
TEXAS,2011,08,750,157
TEXAS,2011,09,444,45
TEXAS,2011,10,160,-14
TEXAS,2011,11,50,3
TEXAS,2011,12,8,-3
TEXAS,2012,01,31,14
TEXAS,2012,02,25,1
TEXAS,2012,03,130,55
TEXAS,2012,04,208,71
TEXAS,2012,05,362,48
TEXAS,2012,06,524,29
TEXAS,2012,07,586,5
TEXAS,2012,08,608,15
TEXAS,2012,09,400,1
TEXAS,2012,10,146,-28
TEXAS,2012,11,55,8
TEXAS,2012,12,21,10
TEXAS,2013,01,19,2
TEXAS,2013,02,28,4
TEXAS,2013,03,45,-30
TEXAS,2013,04,75,-62
TEXAS,2013,05,262,-52
TEXAS,2013,06,522,27
TEXAS,2013,07,546,-35
TEXAS,2013,08,601,8
TEXAS,2013,09,458,59
TEXAS,2013,10,167,-7
TEXAS,2013,11,19,-28
TEXAS,2013,12,4,-7
TEXAS,2014,01,6,-11
TEXAS,2014,02,10,-14
TEXAS,2014,03,28,-47
TEXAS,2014,04,115,-22
TEXAS,2014,05,246,-68
TEXAS,2014,06,484,-11
TEXAS,2014,07,542,-39
TEXAS,2014,08,588,-5
TEXAS,2014,09,407,8
TEXAS,2014,10,227,53
TEXAS,2014,11,13,-34
TEXAS,2014,12,17,6
TEXAS,2015,01,5,-12
TEXAS,2015,02,7,-17
TEXAS,2015,03,40,-35
TEXAS,2015,04,157,20
TEXAS,2015,05,283,-31
TEXAS,2015,06,463,-32
TEXAS,2015,07,598,17
TEXAS,2015,08,600,7
TEXAS,2015,09,451,52
TEXAS,2015,10,218,44
TEXAS,2015,11,58,11
TEXAS,2015,12,25,14
TEXAS,2016,01,10,-7
TEXAS,2016,02,31,7
TEXAS,2016,03,98,23
TEXAS,2016,04,139,2
TEXAS,2016,05,265,-49
TEXAS,2016,06,486,-9
TEXAS,2016,07,645,64
TEXAS,2016,08,563,-30
TEXAS,2016,09,449,50
TEXAS,2016,10,258,84
TEXAS,2016,11,97,50
TEXAS,2016,12,19,8
TEXAS,2017,01,39,22
TEXAS,2017,02,78,54
TEXAS,2017,03,131,56
TEXAS,2017,04,159,22
TEXAS,2017,05,271,-43
TEXAS,2017,06,476,-19
TEXAS,2017,07,605,24
TEXAS,2017,08,540,-53
TEXAS,2017,09,393,-6
TEXAS,2017,10,161,-13
TEXAS,2017,11,83,36
TEXAS,2017,12,7,-4
TEXAS,2018,01,5,-12
TEXAS,2018,02,32,8
TEXAS,2018,03,106,31
TEXAS,2018,04,72,-65
TEXAS,2018,05,416,102
TEXAS,2018,06,579,84
TEXAS,2018,07,630,49
TEXAS,2018,08,600,7
TEXAS,2018,09,403,4
TEXAS,2018,10,151,-23
TEXAS,2018,11,15,-32
TEXAS,2018,12,11,0
TEXAS,2019,01,13,-4
UTAH,1996,01,0,0
UTAH,1996,02,0,0
UTAH,1996,03,0,0
UTAH,1996,04,1,0
UTAH,1996,05,14,-1
UTAH,1996,06,109,14
UTAH,1996,07,218,-16
UTAH,1996,08,167,2
UTAH,1996,09,19,-26
UTAH,1996,10,1,-2
UTAH,1996,11,0,0
UTAH,1996,12,0,0
UTAH,1997,01,0,0
UTAH,1997,02,0,0
UTAH,1997,03,1,1
UTAH,1997,04,1,0
UTAH,1997,05,23,8
UTAH,1997,06,73,-22
UTAH,1997,07,126,-108
UTAH,1997,08,157,-8
UTAH,1997,09,39,-6
UTAH,1997,10,1,-2
UTAH,1997,11,0,0
UTAH,1997,12,0,0
UTAH,1998,01,0,0
UTAH,1998,02,0,0
UTAH,1998,03,0,0
UTAH,1998,04,0,-1
UTAH,1998,05,7,-8
UTAH,1998,06,24,-71
UTAH,1998,07,222,-12
UTAH,1998,08,169,4
UTAH,1998,09,47,2
UTAH,1998,10,1,-2
UTAH,1998,11,0,0
UTAH,1998,12,0,0
UTAH,1999,01,0,0
UTAH,1999,02,0,0
UTAH,1999,03,0,0
UTAH,1999,04,0,-1
UTAH,1999,05,7,-8
UTAH,1999,06,60,-35
UTAH,1999,07,177,-57
UTAH,1999,08,143,-22
UTAH,1999,09,25,-20
UTAH,1999,10,4,1
UTAH,1999,11,0,0
UTAH,1999,12,0,0
UTAH,2000,01,0,0
UTAH,2000,02,0,0
UTAH,2000,03,0,0
UTAH,2000,04,3,2
UTAH,2000,05,23,8
UTAH,2000,06,98,3
UTAH,2000,07,243,9
UTAH,2000,08,212,47
UTAH,2000,09,36,-9
UTAH,2000,10,1,-2
UTAH,2000,11,0,0
UTAH,2000,12,0,0
UTAH,2001,01,0,0
UTAH,2001,02,0,0
UTAH,2001,03,0,0
UTAH,2001,04,1,0
UTAH,2001,05,28,13
UTAH,2001,06,94,-1
UTAH,2001,07,216,-18
UTAH,2001,08,214,49
UTAH,2001,09,76,31
UTAH,2001,10,4,1
UTAH,2001,11,0,0
UTAH,2001,12,0,0
UTAH,2002,01,0,0
UTAH,2002,02,0,0
UTAH,2002,03,0,0
UTAH,2002,04,3,2
UTAH,2002,05,13,-2
UTAH,2002,06,109,14
UTAH,2002,07,289,55
UTAH,2002,08,147,-18
UTAH,2002,09,33,-12
UTAH,2002,10,1,-2
UTAH,2002,11,0,0
UTAH,2002,12,0,0
UTAH,2003,01,0,0
UTAH,2003,02,0,0
UTAH,2003,03,0,0
UTAH,2003,04,0,-1
UTAH,2003,05,17,2
UTAH,2003,06,82,-13
UTAH,2003,07,312,78
UTAH,2003,08,209,44
UTAH,2003,09,38,-7
UTAH,2003,10,10,7
UTAH,2003,11,0,0
UTAH,2003,12,0,0
UTAH,2004,01,0,0
UTAH,2004,02,0,0
UTAH,2004,03,1,1
UTAH,2004,04,1,0
UTAH,2004,05,15,0
UTAH,2004,06,84,-11
UTAH,2004,07,186,-48
UTAH,2004,08,105,-60
UTAH,2004,09,26,-19
UTAH,2004,10,1,-2
UTAH,2004,11,0,0
UTAH,2004,12,0,0
UTAH,2005,01,0,0
UTAH,2005,02,0,0
UTAH,2005,03,0,0
UTAH,2005,04,1,0
UTAH,2005,05,13,-2
UTAH,2005,06,38,-57
UTAH,2005,07,239,5
UTAH,2005,08,133,-32
UTAH,2005,09,28,-17
UTAH,2005,10,2,-1
UTAH,2005,11,0,0
UTAH,2005,12,0,0
UTAH,2006,01,0,0
UTAH,2006,02,0,0
UTAH,2006,03,0,0
UTAH,2006,04,1,0
UTAH,2006,05,24,9
UTAH,2006,06,118,23
UTAH,2006,07,263,29
UTAH,2006,08,136,-29
UTAH,2006,09,17,-28
UTAH,2006,10,1,-2
UTAH,2006,11,0,0
UTAH,2006,12,0,0
UTAH,2007,01,0,0
UTAH,2007,02,0,0
UTAH,2007,03,1,1
UTAH,2007,04,2,1
UTAH,2007,05,21,6
UTAH,2007,06,111,16
UTAH,2007,07,294,60
UTAH,2007,08,207,42
UTAH,2007,09,36,-9
UTAH,2007,10,2,-1
UTAH,2007,11,0,0
UTAH,2007,12,0,0
UTAH,2008,01,0,0
UTAH,2008,02,0,0
UTAH,2008,03,0,0
UTAH,2008,04,1,0
UTAH,2008,05,7,-8
UTAH,2008,06,68,-27
UTAH,2008,07,226,-8
UTAH,2008,08,166,1
UTAH,2008,09,37,-8
UTAH,2008,10,2,-1
UTAH,2008,11,0,0
UTAH,2008,12,0,0
UTAH,2009,01,0,0
UTAH,2009,02,0,0
UTAH,2009,03,0,0
UTAH,2009,04,1,0
UTAH,2009,05,22,7
UTAH,2009,06,41,-54
UTAH,2009,07,190,-44
UTAH,2009,08,120,-45
UTAH,2009,09,68,23
UTAH,2009,10,1,-2
UTAH,2009,11,0,0
UTAH,2009,12,0,0
UTAH,2010,01,0,0
UTAH,2010,02,0,0
UTAH,2010,03,0,0
UTAH,2010,04,0,-1
UTAH,2010,05,2,-13
UTAH,2010,06,67,-28
UTAH,2010,07,195,-39
UTAH,2010,08,128,-37
UTAH,2010,09,54,9
UTAH,2010,10,2,-1
UTAH,2010,11,0,0
UTAH,2010,12,0,0
UTAH,2011,01,0,0
UTAH,2011,02,0,0
UTAH,2011,03,0,0
UTAH,2011,04,1,0
UTAH,2011,05,2,-13
UTAH,2011,06,45,-50
UTAH,2011,07,175,-59
UTAH,2011,08,190,25
UTAH,2011,09,55,10
UTAH,2011,10,2,-1
UTAH,2011,11,0,0
UTAH,2011,12,0,0
UTAH,2012,01,0,0
UTAH,2012,02,0,0
UTAH,2012,03,0,0
UTAH,2012,04,2,1
UTAH,2012,05,18,3
UTAH,2012,06,110,15
UTAH,2012,07,221,-13
UTAH,2012,08,217,52
UTAH,2012,09,55,10
UTAH,2012,10,3,0
UTAH,2012,11,0,0
UTAH,2012,12,0,0
UTAH,2013,01,0,0
UTAH,2013,02,0,0
UTAH,2013,03,0,0
UTAH,2013,04,1,0
UTAH,2013,05,13,-2
UTAH,2013,06,120,25
UTAH,2013,07,245,11
UTAH,2013,08,177,12
UTAH,2013,09,34,-11
UTAH,2013,10,1,-2
UTAH,2013,11,0,0
UTAH,2013,12,0,0
UTAH,2014,01,0,0
UTAH,2014,02,0,0
UTAH,2014,03,0,0
UTAH,2014,04,1,0
UTAH,2014,05,16,1
UTAH,2014,06,76,-19
UTAH,2014,07,242,8
UTAH,2014,08,94,-71
UTAH,2014,09,58,13
UTAH,2014,10,4,1
UTAH,2014,11,0,0
UTAH,2014,12,0,0
UTAH,2015,01,0,0
UTAH,2015,02,0,0
UTAH,2015,03,1,1
UTAH,2015,04,1,0
UTAH,2015,05,8,-7
UTAH,2015,06,156,61
UTAH,2015,07,136,-98
UTAH,2015,08,157,-8
UTAH,2015,09,75,30
UTAH,2015,10,8,5
UTAH,2015,11,0,0
UTAH,2015,12,0,0
UTAH,2016,01,0,0
UTAH,2016,02,0,0
UTAH,2016,03,0,0
UTAH,2016,04,1,0
UTAH,2016,05,9,-6
UTAH,2016,06,154,59
UTAH,2016,07,224,-10
UTAH,2016,08,156,-9
UTAH,2016,09,32,-13
UTAH,2016,10,4,1
UTAH,2016,11,0,0
UTAH,2016,12,0,0
UTAH,2017,01,0,0
UTAH,2017,02,0,0
UTAH,2017,03,0,0
UTAH,2017,04,1,0
UTAH,2017,05,12,-3
UTAH,2017,06,123,28
UTAH,2017,07,269,35
UTAH,2017,08,176,11
UTAH,2017,09,25,-20
UTAH,2017,10,2,-1
UTAH,2017,11,0,0
UTAH,2017,12,0,0
UTAH,2018,01,0,0
UTAH,2018,02,0,0
UTAH,2018,03,0,0
UTAH,2018,04,2,1
UTAH,2018,05,19,4
UTAH,2018,06,117,22
UTAH,2018,07,286,52
UTAH,2018,08,183,18
UTAH,2018,09,76,31
UTAH,2018,10,1,-2
UTAH,2018,11,0,0
UTAH,2018,12,0,0
UTAH,2019,01,0,0
VERMONT,1996,01,0,0
VERMONT,1996,02,0,0
VERMONT,1996,03,0,0
VERMONT,1996,04,0,0
VERMONT,1996,05,0,-6
VERMONT,1996,06,29,3
VERMONT,1996,07,64,-42
VERMONT,1996,08,74,-14
VERMONT,1996,09,9,-5
VERMONT,1996,10,0,0
VERMONT,1996,11,0,0
VERMONT,1996,12,0,0
VERMONT,1997,01,0,0
VERMONT,1997,02,0,0
VERMONT,1997,03,0,0
VERMONT,1997,04,0,0
VERMONT,1997,05,0,-6
VERMONT,1997,06,29,3
VERMONT,1997,07,56,-50
VERMONT,1997,08,47,-41
VERMONT,1997,09,0,-14
VERMONT,1997,10,0,0
VERMONT,1997,11,0,0
VERMONT,1997,12,0,0
VERMONT,1998,01,0,0
VERMONT,1998,02,0,0
VERMONT,1998,03,0,0
VERMONT,1998,04,0,0
VERMONT,1998,05,19,13
VERMONT,1998,06,21,-5
VERMONT,1998,07,76,-30
VERMONT,1998,08,78,-10
VERMONT,1998,09,8,-6
VERMONT,1998,10,0,0
VERMONT,1998,11,0,0
VERMONT,1998,12,0,0
VERMONT,1999,01,0,0
VERMONT,1999,02,0,0
VERMONT,1999,03,0,0
VERMONT,1999,04,0,0
VERMONT,1999,05,9,3
VERMONT,1999,06,65,39
VERMONT,1999,07,139,33
VERMONT,1999,08,53,-35
VERMONT,1999,09,20,6
VERMONT,1999,10,0,0
VERMONT,1999,11,0,0
VERMONT,1999,12,0,0
VERMONT,2000,01,0,0
VERMONT,2000,02,0,0
VERMONT,2000,03,0,0
VERMONT,2000,04,0,0
VERMONT,2000,05,3,-3
VERMONT,2000,06,13,-13
VERMONT,2000,07,40,-66
VERMONT,2000,08,49,-39
VERMONT,2000,09,0,-14
VERMONT,2000,10,0,0
VERMONT,2000,11,0,0
VERMONT,2000,12,0,0
VERMONT,2001,01,0,0
VERMONT,2001,02,0,0
VERMONT,2001,03,0,0
VERMONT,2001,04,0,0
VERMONT,2001,05,7,1
VERMONT,2001,06,36,10
VERMONT,2001,07,44,-62
VERMONT,2001,08,130,42
VERMONT,2001,09,7,-7
VERMONT,2001,10,0,0
VERMONT,2001,11,0,0
VERMONT,2001,12,0,0
VERMONT,2002,01,0,0
VERMONT,2002,02,0,0
VERMONT,2002,03,0,0
VERMONT,2002,04,0,0
VERMONT,2002,05,0,-6
VERMONT,2002,06,14,-12
VERMONT,2002,07,97,-9
VERMONT,2002,08,108,20
VERMONT,2002,09,22,8
VERMONT,2002,10,0,0
VERMONT,2002,11,0,0
VERMONT,2002,12,0,0
VERMONT,2003,01,0,0
VERMONT,2003,02,0,0
VERMONT,2003,03,0,0
VERMONT,2003,04,0,0
VERMONT,2003,05,0,-6
VERMONT,2003,06,20,-6
VERMONT,2003,07,95,-11
VERMONT,2003,08,118,30
VERMONT,2003,09,10,-4
VERMONT,2003,10,0,0
VERMONT,2003,11,0,0
VERMONT,2003,12,0,0
VERMONT,2004,01,0,0
VERMONT,2004,02,0,0
VERMONT,2004,03,0,0
VERMONT,2004,04,0,0
VERMONT,2004,05,8,2
VERMONT,2004,06,8,-18
VERMONT,2004,07,78,-28
VERMONT,2004,08,67,-21
VERMONT,2004,09,10,-4
VERMONT,2004,10,0,0
VERMONT,2004,11,0,0
VERMONT,2004,12,0,0
VERMONT,2005,01,0,0
VERMONT,2005,02,0,0
VERMONT,2005,03,0,0
VERMONT,2005,04,0,0
VERMONT,2005,05,0,-6
VERMONT,2005,06,87,61
VERMONT,2005,07,144,38
VERMONT,2005,08,113,25
VERMONT,2005,09,23,9
VERMONT,2005,10,0,0
VERMONT,2005,11,0,0
VERMONT,2005,12,0,0
VERMONT,2006,01,0,0
VERMONT,2006,02,0,0
VERMONT,2006,03,0,0
VERMONT,2006,04,0,0
VERMONT,2006,05,5,-1
VERMONT,2006,06,33,7
VERMONT,2006,07,157,51
VERMONT,2006,08,55,-33
VERMONT,2006,09,3,-11
VERMONT,2006,10,0,0
VERMONT,2006,11,0,0
VERMONT,2006,12,0,0
VERMONT,2007,01,0,0
VERMONT,2007,02,0,0
VERMONT,2007,03,0,0
VERMONT,2007,04,0,0
VERMONT,2007,05,4,-2
VERMONT,2007,06,33,7
VERMONT,2007,07,62,-44
VERMONT,2007,08,70,-18
VERMONT,2007,09,13,-1
VERMONT,2007,10,0,0
VERMONT,2007,11,0,0
VERMONT,2007,12,0,0
VERMONT,2008,01,0,0
VERMONT,2008,02,0,0
VERMONT,2008,03,0,0
VERMONT,2008,04,0,0
VERMONT,2008,05,0,-6
VERMONT,2008,06,43,17
VERMONT,2008,07,104,-2
VERMONT,2008,08,46,-42
VERMONT,2008,09,11,-3
VERMONT,2008,10,0,0
VERMONT,2008,11,0,0
VERMONT,2008,12,0,0
VERMONT,2009,01,0,0
VERMONT,2009,02,0,0
VERMONT,2009,03,0,0
VERMONT,2009,04,0,0
VERMONT,2009,05,0,-6
VERMONT,2009,06,11,-15
VERMONT,2009,07,51,-55
VERMONT,2009,08,94,6
VERMONT,2009,09,0,-14
VERMONT,2009,10,0,0
VERMONT,2009,11,0,0
VERMONT,2009,12,0,0
VERMONT,2010,01,0,0
VERMONT,2010,02,0,0
VERMONT,2010,03,0,0
VERMONT,2010,04,0,0
VERMONT,2010,05,12,6
VERMONT,2010,06,23,-3
VERMONT,2010,07,159,53
VERMONT,2010,08,85,-3
VERMONT,2010,09,14,0
VERMONT,2010,10,0,0
VERMONT,2010,11,0,0
VERMONT,2010,12,0,0
VERMONT,2011,01,0,0
VERMONT,2011,02,0,0
VERMONT,2011,03,0,0
VERMONT,2011,04,0,0
VERMONT,2011,05,11,5
VERMONT,2011,06,24,-2
VERMONT,2011,07,141,35
VERMONT,2011,08,89,1
VERMONT,2011,09,26,12
VERMONT,2011,10,0,0
VERMONT,2011,11,0,0
VERMONT,2011,12,0,0
VERMONT,2012,01,0,0
VERMONT,2012,02,0,0
VERMONT,2012,03,0,0
VERMONT,2012,04,0,0
VERMONT,2012,05,18,12
VERMONT,2012,06,27,1
VERMONT,2012,07,133,27
VERMONT,2012,08,112,24
VERMONT,2012,09,7,-7
VERMONT,2012,10,0,0
VERMONT,2012,11,0,0
VERMONT,2012,12,0,0
VERMONT,2013,01,0,0
VERMONT,2013,02,0,0
VERMONT,2013,03,0,0
VERMONT,2013,04,0,0
VERMONT,2013,05,8,2
VERMONT,2013,06,24,-2
VERMONT,2013,07,173,67
VERMONT,2013,08,60,-28
VERMONT,2013,09,5,-9
VERMONT,2013,10,0,0
VERMONT,2013,11,0,0
VERMONT,2013,12,0,0
VERMONT,2014,01,0,0
VERMONT,2014,02,0,0
VERMONT,2014,03,0,0
VERMONT,2014,04,0,0
VERMONT,2014,05,3,-3
VERMONT,2014,06,32,6
VERMONT,2014,07,94,-12
VERMONT,2014,08,49,-39
VERMONT,2014,09,7,-7
VERMONT,2014,10,0,0
VERMONT,2014,11,0,0
VERMONT,2014,12,0,0
VERMONT,2015,01,0,0
VERMONT,2015,02,0,0
VERMONT,2015,03,0,0
VERMONT,2015,04,0,0
VERMONT,2015,05,24,18
VERMONT,2015,06,9,-17
VERMONT,2015,07,92,-14
VERMONT,2015,08,104,16
VERMONT,2015,09,42,28
VERMONT,2015,10,0,0
VERMONT,2015,11,0,0
VERMONT,2015,12,0,0
VERMONT,2016,01,0,0
VERMONT,2016,02,0,0
VERMONT,2016,03,0,0
VERMONT,2016,04,0,0
VERMONT,2016,05,5,-1
VERMONT,2016,06,27,1
VERMONT,2016,07,118,12
VERMONT,2016,08,125,37
VERMONT,2016,09,19,5
VERMONT,2016,10,0,0
VERMONT,2016,11,0,0
VERMONT,2016,12,0,0
VERMONT,2017,01,0,0
VERMONT,2017,02,0,0
VERMONT,2017,03,0,0
VERMONT,2017,04,0,0
VERMONT,2017,05,0,-6
VERMONT,2017,06,19,-7
VERMONT,2017,07,73,-33
VERMONT,2017,08,52,-36
VERMONT,2017,09,24,10
VERMONT,2017,10,0,0
VERMONT,2017,11,0,0
VERMONT,2017,12,0,0
VERMONT,2018,01,0,0
VERMONT,2018,02,0,0
VERMONT,2018,03,0,0
VERMONT,2018,04,0,0
VERMONT,2018,05,14,8
VERMONT,2018,06,11,-15
VERMONT,2018,07,163,57
VERMONT,2018,08,145,57
VERMONT,2018,09,25,11
VERMONT,2018,10,0,0
VERMONT,2018,11,0,0
VERMONT,2018,12,0,0
VERMONT,2019,01,0,0
VIRGINIA,1996,01,0,0
VIRGINIA,1996,02,0,0
VIRGINIA,1996,03,0,-3
VIRGINIA,1996,04,2,-4
VIRGINIA,1996,05,49,-33
VIRGINIA,1996,06,234,-2
VIRGINIA,1996,07,274,-70
VIRGINIA,1996,08,238,-75
VIRGINIA,1996,09,106,-37
VIRGINIA,1996,10,12,-8
VIRGINIA,1996,11,0,0
VIRGINIA,1996,12,0,-1
VIRGINIA,1997,01,0,0
VIRGINIA,1997,02,0,0
VIRGINIA,1997,03,4,1
VIRGINIA,1997,04,0,-6
VIRGINIA,1997,05,21,-61
VIRGINIA,1997,06,147,-89
VIRGINIA,1997,07,336,-8
VIRGINIA,1997,08,243,-70
VIRGINIA,1997,09,104,-39
VIRGINIA,1997,10,11,-9
VIRGINIA,1997,11,0,0
VIRGINIA,1997,12,0,-1
VIRGINIA,1998,01,2,2
VIRGINIA,1998,02,0,0
VIRGINIA,1998,03,0,-3
VIRGINIA,1998,04,4,-2
VIRGINIA,1998,05,93,11
VIRGINIA,1998,06,215,-21
VIRGINIA,1998,07,339,-5
VIRGINIA,1998,08,320,7
VIRGINIA,1998,09,225,82
VIRGINIA,1998,10,16,-4
VIRGINIA,1998,11,0,0
VIRGINIA,1998,12,0,-1
VIRGINIA,1999,01,0,0
VIRGINIA,1999,02,0,0
VIRGINIA,1999,03,0,-3
VIRGINIA,1999,04,4,-2
VIRGINIA,1999,05,60,-22
VIRGINIA,1999,06,192,-44
VIRGINIA,1999,07,415,71
VIRGINIA,1999,08,322,9
VIRGINIA,1999,09,100,-43
VIRGINIA,1999,10,6,-14
VIRGINIA,1999,11,0,0
VIRGINIA,1999,12,0,-1
