"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2014","FIRST OF SEP","","STATE","CALIFORNIA","06","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","CALIFORNIA","06","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2014","FIRST OF SEP","","STATE","COLORADO","08","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","COLORADO","08","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","COLORADO","08","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2014","FIRST OF SEP","","STATE","DELAWARE","10","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","DELAWARE","10","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","DELAWARE","10","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","FLORIDA","12","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","FLORIDA","12","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","FLORIDA","12","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","GEORGIA","13","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","IDAHO","16","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","IDAHO","16","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","IDAHO","16","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2014","FIRST OF SEP","","STATE","ILLINOIS","17","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","9,920,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","ILLINOIS","17","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","8,320,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","ILLINOIS","17","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,600,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","INDIANA","18","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","9,108,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","INDIANA","18","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","7,908,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","INDIANA","18","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,200,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","IOWA","19","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","21,596,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","IOWA","19","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","15,696,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","IOWA","19","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","5,900,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","KANSAS","20","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,425,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","KANSAS","20","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,190,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","KANSAS","20","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","235,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","KENTUCKY","21","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","KENTUCKY","21","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","KENTUCKY","21","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","LOUISIANA","22","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","LOUISIANA","22","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,421,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","LOUISIANA","22","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","MARYLAND","24","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","MARYLAND","24","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","MARYLAND","24","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","MICHIGAN","26","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","MICHIGAN","26","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","MICHIGAN","26","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","750,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","MINNESOTA","27","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","10,343,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","MINNESOTA","27","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","7,043,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","MINNESOTA","27","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","3,300,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","MISSISSIPPI","28","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","MISSISSIPPI","28","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","MISSISSIPPI","28","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","MISSOURI","29","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","5,149,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","MISSOURI","29","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","3,699,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","MISSOURI","29","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,450,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","MONTANA","30","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","MONTANA","30","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","MONTANA","30","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2014","FIRST OF SEP","","STATE","NEBRASKA","31","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","6,729,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","NEBRASKA","31","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","5,279,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","NEBRASKA","31","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,450,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","NEVADA","32","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","NEVADA","32","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","NEVADA","32","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2014","FIRST OF SEP","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2014","FIRST OF SEP","","STATE","NEW JERSEY","34","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","NEW JERSEY","34","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","NEW JERSEY","34","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","NEW MEXICO","35","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","NEW MEXICO","35","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","NEW MEXICO","35","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2014","FIRST OF SEP","","STATE","NEW YORK","36","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","NEW YORK","36","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","78,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","NEW YORK","36","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,319,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,189,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","130,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","OHIO","39","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","5,299,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","OHIO","39","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","4,199,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","OHIO","39","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,100,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","OKLAHOMA","40","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","OKLAHOMA","40","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","158,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","OKLAHOMA","40","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","OREGON","41","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","OREGON","41","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","OREGON","41","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2014","FIRST OF SEP","","STATE","OTHER STATES","","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","14,014,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","OTHER STATES","","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","8,390,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","OTHER STATES","","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,300,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","793,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","3,443,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,293,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,150,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","124,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","TENNESSEE","47","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","TEXAS","48","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","TEXAS","48","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","TEXAS","48","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","UTAH","49","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","UTAH","49","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","UTAH","49","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2014","FIRST OF SEP","","STATE","VIRGINIA","51","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","VIRGINIA","51","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","VIRGINIA","51","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","WASHINGTON","53","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","143,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","WASHINGTON","53","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","143,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","WASHINGTON","53","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2014","FIRST OF SEP","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","WISCONSIN","55","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,503,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","WISCONSIN","55","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,743,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","WISCONSIN","55","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","760,000",""
"SURVEY","2014","FIRST OF SEP","","STATE","WYOMING","56","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","WYOMING","56","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF SEP","","STATE","WYOMING","56","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2014","FIRST OF DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","2,527,744,000",""
"SURVEY","2014","FIRST OF DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,309,744,000",""
"SURVEY","2014","FIRST OF DEC","","NATIONAL","US TOTAL","","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","1,218,000,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","ALABAMA","01","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF DEC","","STATE","ALABAMA","01","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED","10,158,000",""
"SURVEY","2014","FIRST OF DEC","","STATE","ALABAMA","01","","","","","","","00000000","","SOYBEANS","SOYBEANS, ON FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF DEC","","STATE","ARIZONA","04","","","","","","","00000000","","SOYBEANS","SOYBEANS - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2014","FIRST OF DEC","","STATE","ARIZONA","04","","","","","","","00000000","","SOYBEANS","SOYBEANS, OFF FARM - STOCKS, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)",""
