YEAR,LOCATION,WEEK_NUM,STATE_ANSI,FERTILIZER,APPLICATIONS_IN_LB_FERTILIZER,APPLICATIONS_IN_LB_/_ACRE_/_APPLICATION_AVG_FERTILIZER,APPLICATIONS_IN_LB_/_ACRE_/_YEAR_AVG_FERTILIZER,APPLICATIONS_IN_NUMBER_AVG_FERTILIZER,TREATED_IN_PCT_OF_AREA_PLANTED_AVG_FERTILIZER,AREA_OPERATED_IN_ACRES,AREA_OPERATED_IN_ACRES_/_OPERATION,OPERATIONS_IN_OPERATIONS,AREA_HARVESTED_IN_ACRES,AREA_PLANTED_IN_ACRES,PRODUCTION_IN_BU,PRODUCTION_IN_$,PRICE_RECEIVED_IN_$_/_BU,CONDITION_IN_PCT_VERY_POOR,CONDITION_IN_PCT_GOOD,CONDITION_IN_PCT_FAIR,CONDITION_IN_PCT_POOR,CONDITION_IN_PCT_EXCELLENT,CONDITION_5_YEAR_AVG_IN_PCT_EXCELLENT,CONDITION_5_YEAR_AVG_IN_PCT_GOOD,CONDITION_5_YEAR_AVG_IN_PCT_POOR,CONDITION_5_YEAR_AVG_IN_PCT_VERY_POOR,CONDITION_5_YEAR_AVG_IN_PCT_FAIR,CONDITION_PREVIOUS_YEAR_IN_PCT_POOR,CONDITION_PREVIOUS_YEAR_IN_PCT_GOOD,CONDITION_PREVIOUS_YEAR_IN_PCT_VERY_POOR,CONDITION_PREVIOUS_YEAR_IN_PCT_EXCELLENT,CONDITION_PREVIOUS_YEAR_IN_PCT_FAIR,YIELD_IN_BU_/_ACRE
2002,INDIANA,29,18,POTASH,2.76e+08,102,104,1,46,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,7,35,37,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,29,18,PHOSPHATE,67900000,48,48,1,24,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,7,35,37,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,31,18,NITROGEN,17400000,17,17,1,18,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,8,34,37,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,31,18,POTASH,2.76e+08,102,104,1,46,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,8,34,37,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,31,18,PHOSPHATE,67900000,48,48,1,24,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,8,34,37,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,37,18,NITROGEN,17400000,17,17,1,18,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,15,27,32,23,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,37,18,POTASH,2.76e+08,102,104,1,46,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,15,27,32,23,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,37,18,PHOSPHATE,67900000,48,48,1,24,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,15,27,32,23,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,35,18,NITROGEN,17400000,17,17,1,18,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,11,34,32,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,35,18,POTASH,2.76e+08,102,104,1,46,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,11,34,32,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,35,18,PHOSPHATE,67900000,48,48,1,24,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,11,34,32,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,23,18,NITROGEN,17400000,17,17,1,18,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,1,54,35,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,23,18,POTASH,2.76e+08,102,104,1,46,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,1,54,35,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,23,18,PHOSPHATE,67900000,48,48,1,24,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,1,54,35,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,39,18,NITROGEN,17400000,17,17,1,18,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,14,28,35,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,39,18,POTASH,2.76e+08,102,104,1,46,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,14,28,35,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,39,18,PHOSPHATE,67900000,48,48,1,24,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,14,28,35,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,25,18,NITROGEN,17400000,17,17,1,18,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,1,55,31,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,25,18,POTASH,2.76e+08,102,104,1,46,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,1,55,31,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,25,18,PHOSPHATE,67900000,48,48,1,24,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,1,55,31,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,36,18,NITROGEN,17400000,17,17,1,18,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,13,29,35,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,36,18,POTASH,2.76e+08,102,104,1,46,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,13,29,35,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,36,18,PHOSPHATE,67900000,48,48,1,24,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,13,29,35,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,32,18,NITROGEN,17400000,17,17,1,18,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,11,31,36,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,32,18,POTASH,2.76e+08,102,104,1,46,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,11,31,36,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,32,18,PHOSPHATE,67900000,48,48,1,24,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,11,31,36,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,24,18,NITROGEN,17400000,17,17,1,18,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,1,56,31,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,24,18,POTASH,2.76e+08,102,104,1,46,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,1,56,31,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,24,18,PHOSPHATE,67900000,48,48,1,24,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,1,56,31,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,33,18,NITROGEN,17400000,17,17,1,18,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,10,31,38,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,33,18,POTASH,2.76e+08,102,104,1,46,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,10,31,38,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,33,18,PHOSPHATE,67900000,48,48,1,24,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,10,31,38,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,34,18,NITROGEN,17400000,17,17,1,18,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,11,35,33,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,34,18,POTASH,2.76e+08,102,104,1,46,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,11,35,33,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,34,18,PHOSPHATE,67900000,48,48,1,24,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,11,35,33,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,27,18,NITROGEN,17400000,17,17,1,18,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,2,46,35,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,27,18,POTASH,2.76e+08,102,104,1,46,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,2,46,35,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,27,18,PHOSPHATE,67900000,48,48,1,24,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,2,46,35,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,26,18,NITROGEN,17400000,17,17,1,18,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,1,55,32,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,26,18,POTASH,2.76e+08,102,104,1,46,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,1,55,32,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,26,18,PHOSPHATE,67900000,48,48,1,24,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,1,55,32,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,38,18,NITROGEN,17400000,17,17,1,18,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,14,28,32,23,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,38,18,POTASH,2.76e+08,102,104,1,46,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,14,28,32,23,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,38,18,PHOSPHATE,67900000,48,48,1,24,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,14,28,32,23,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,30,18,NITROGEN,17400000,17,17,1,18,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,8,31,38,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,30,18,POTASH,2.76e+08,102,104,1,46,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,8,31,38,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,30,18,PHOSPHATE,67900000,48,48,1,24,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,8,31,38,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,40,18,NITROGEN,17400000,17,17,1,18,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,14,29,35,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,40,18,POTASH,2.76e+08,102,104,1,46,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,14,29,35,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,40,18,PHOSPHATE,67900000,48,48,1,24,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,14,29,35,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,28,18,NITROGEN,17400000,17,17,1,18,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,3,47,35,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,28,18,POTASH,2.76e+08,102,104,1,46,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,3,47,35,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,INDIANA,28,18,PHOSPHATE,67900000,48,48,1,24,15100000,250,60300,5370000,5450000,204060000,1565140000,5.55,3,47,35,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
2002,IOWA,30,19,POTASH,163700000,120,127,1,12,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,51,22,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,30,19,PHOSPHATE,48300000,70,70,1,7,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,51,22,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,30,19,NITROGEN,9300000,26,26,1,3,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,51,22,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,38,19,POTASH,163700000,120,127,1,12,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,2,47,26,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,38,19,PHOSPHATE,48300000,70,70,1,7,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,2,47,26,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,38,19,NITROGEN,9300000,26,26,1,3,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,2,47,26,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,35,19,POTASH,163700000,120,127,1,12,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,47,25,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,35,19,PHOSPHATE,48300000,70,70,1,7,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,47,25,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,35,19,NITROGEN,9300000,26,26,1,3,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,47,25,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,28,19,POTASH,163700000,120,127,1,12,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,2,52,26,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,28,19,PHOSPHATE,48300000,70,70,1,7,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,2,52,26,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,28,19,NITROGEN,9300000,26,26,1,3,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,2,52,26,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,25,19,POTASH,163700000,120,127,1,12,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,1,55,21,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,25,19,PHOSPHATE,48300000,70,70,1,7,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,1,55,21,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,25,19,NITROGEN,9300000,26,26,1,3,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,1,55,21,3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,27,19,POTASH,163700000,120,127,1,12,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,2,50,25,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,27,19,PHOSPHATE,48300000,70,70,1,7,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,2,50,25,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,27,19,NITROGEN,9300000,26,26,1,3,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,2,50,25,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,29,19,POTASH,163700000,120,127,1,12,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,4,46,27,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,29,19,PHOSPHATE,48300000,70,70,1,7,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,4,46,27,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,29,19,NITROGEN,9300000,26,26,1,3,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,4,46,27,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,36,19,POTASH,163700000,120,127,1,12,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,48,25,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,36,19,PHOSPHATE,48300000,70,70,1,7,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,48,25,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,36,19,NITROGEN,9300000,26,26,1,3,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,48,25,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,39,19,POTASH,163700000,120,127,1,12,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,2,47,25,9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,39,19,PHOSPHATE,48300000,70,70,1,7,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,2,47,25,9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,39,19,NITROGEN,9300000,26,26,1,3,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,2,47,25,9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,31,19,POTASH,163700000,120,127,1,12,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,50,24,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,31,19,PHOSPHATE,48300000,70,70,1,7,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,50,24,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,31,19,NITROGEN,9300000,26,26,1,3,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,50,24,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,24,19,POTASH,163700000,120,127,1,12,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,0,58,21,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,24,19,PHOSPHATE,48300000,70,70,1,7,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,0,58,21,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,24,19,NITROGEN,9300000,26,26,1,3,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,0,58,21,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,32,19,POTASH,163700000,120,127,1,12,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,44,28,11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,32,19,PHOSPHATE,48300000,70,70,1,7,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,44,28,11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,32,19,NITROGEN,9300000,26,26,1,3,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,44,28,11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,40,19,POTASH,163700000,120,127,1,12,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,2,48,24,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,40,19,PHOSPHATE,48300000,70,70,1,7,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,2,48,24,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,40,19,NITROGEN,9300000,26,26,1,3,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,2,48,24,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,26,19,POTASH,163700000,120,127,1,12,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,1,48,28,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,26,19,PHOSPHATE,48300000,70,70,1,7,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,1,48,28,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,26,19,NITROGEN,9300000,26,26,1,3,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,1,48,28,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,33,19,POTASH,163700000,120,127,1,12,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,45,27,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,33,19,PHOSPHATE,48300000,70,70,1,7,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,45,27,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,33,19,NITROGEN,9300000,26,26,1,3,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,45,27,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,37,19,POTASH,163700000,120,127,1,12,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,46,25,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,37,19,PHOSPHATE,48300000,70,70,1,7,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,46,25,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,37,19,NITROGEN,9300000,26,26,1,3,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,46,25,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,23,19,POTASH,163700000,120,127,1,12,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,1,57,24,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,23,19,PHOSPHATE,48300000,70,70,1,7,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,1,57,24,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,23,19,NITROGEN,9300000,26,26,1,3,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,1,57,24,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,34,19,POTASH,163700000,120,127,1,12,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,46,26,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,34,19,PHOSPHATE,48300000,70,70,1,7,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,46,26,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,IOWA,34,19,NITROGEN,9300000,26,26,1,3,31800000,351,90600,10400000,10450000,499200000,2765568000,5.54,3,46,26,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
2002,KANSAS,29,20,POTASH,5900000,26,26,1,8,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,4,39,39,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2002,KANSAS,29,20,PHOSPHATE,28700000,43,43,1,25,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,4,39,39,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2002,KANSAS,29,20,NITROGEN,12200000,17,18,1,24,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,4,39,39,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2002,KANSAS,25,20,POTASH,5900000,26,26,1,8,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,0,63,28,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2002,KANSAS,25,20,PHOSPHATE,28700000,43,43,1,25,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,0,63,28,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2002,KANSAS,25,20,NITROGEN,12200000,17,18,1,24,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,0,63,28,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2002,KANSAS,28,20,POTASH,5900000,26,26,1,8,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,2,50,33,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2002,KANSAS,28,20,PHOSPHATE,28700000,43,43,1,25,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,2,50,33,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2002,KANSAS,28,20,NITROGEN,12200000,17,18,1,24,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,2,50,33,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2002,KANSAS,35,20,POTASH,5900000,26,26,1,8,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,11,24,33,28,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2002,KANSAS,35,20,PHOSPHATE,28700000,43,43,1,25,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,11,24,33,28,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2002,KANSAS,35,20,NITROGEN,12200000,17,18,1,24,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,11,24,33,28,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2002,KANSAS,23,20,POTASH,5900000,26,26,1,8,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,0,52,40,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2002,KANSAS,23,20,PHOSPHATE,28700000,43,43,1,25,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,0,52,40,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2002,KANSAS,23,20,NITROGEN,12200000,17,18,1,24,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,0,52,40,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2002,KANSAS,34,20,POTASH,5900000,26,26,1,8,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,10,25,35,26,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2002,KANSAS,34,20,PHOSPHATE,28700000,43,43,1,25,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,10,25,35,26,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2002,KANSAS,34,20,NITROGEN,12200000,17,18,1,24,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,10,25,35,26,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2002,KANSAS,40,20,POTASH,5900000,26,26,1,8,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,16,15,37,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
2002,KANSAS,40,20,PHOSPHATE,28700000,43,43,1,25,47300000,733,64500,2480000,2600000,57040000,438067000,5.49,16,15,37,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
